"","participant","nLL","kernel","acq","R2","kError","lambda","beta","tau","alpha","d","k","omega","ModelName","meanScore"
"156",33,403.097851964642,"BMT","UCB",0.569224242946383,7.45395815487294,NA,0.16928135615123,0.0069110961422833,NA,NA,NA,0.00745900459933413,"BMT-UCB",80.0574672990821
"157",33,395.645398265254,"DF","UCB",0.577188404423836,NA,NA,0.324168923587156,0.0527843477138552,0.796293505642736,NA,NA,0.126313268176899,"DF-UCB",80.0574672990821
"158",33,458.149576137653,"kNN","GM",0.51039250260802,NA,NA,NA,0.093783166788246,NA,NA,10,0.219463274639427,"kNN-GM",80.0574672990821
"159",33,457.200605319246,"dNN","GM",0.511406632603327,NA,NA,NA,0.104955587466145,NA,4,NA,0.267087448613892,"dNN-GM",80.0574672990821
"160",33,555.093717161141,"Sticky","GM",0.406791886683704,NA,NA,NA,0.372668620691645,NA,NA,NA,1.61879997210595,"Sticky-GM",80.0574672990821
"161",34,380.027594507177,"kNN","GM",0.593878573335951,NA,NA,NA,0.08575605891678,NA,NA,4,0.20322912837919,"kNN-GM",82.4818101633003
"162",34,405.711276875242,"BMT","UCB",0.566431372458785,9.6857783255088,NA,0.098622269046239,0.00743319374845661,NA,NA,NA,0.0105531766431142,"BMT-UCB",82.4818101633003
"163",34,370.397467148287,"dNN","GM",0.604169934064692,NA,NA,NA,0.0857167889146017,NA,2,NA,0.204236014886723,"dNN-GM",82.4818101633003
"164",34,407.968725341985,"DF","UCB",0.564018920823205,NA,NA,0.179676346754618,0.0769987777985919,1.03323121703913,NA,NA,0.178755159584385,"DF-UCB",82.4818101633003
"165",34,518.514212714821,"Sticky","GM",0.44588304939695,NA,NA,NA,0.800145485632759,NA,NA,NA,3.72384535873321,"Sticky-GM",82.4818101633003
"166",35,491.598752964862,"kNN","GM",0.47464660517807,NA,NA,NA,0.0904114881882366,NA,NA,1,0.0941076666282922,"kNN-GM",78.8298255194846
"167",35,703.448364653807,"Sticky","GM",0.248250765031482,NA,NA,NA,0.0344454813618837,NA,NA,NA,0.128026690369814,"Sticky-GM",78.8298255194846
"168",35,516.426777765885,"BMT","UCB",0.448113813877697,2.66516677722127,NA,0.00675884249519973,0.0619558058191205,NA,NA,NA,0.00682215698310034,"BMT-UCB",78.8298255194846
"169",35,447.224315400602,"DF","UCB",0.522067924449326,NA,NA,0.355873544749254,0.052502803603107,1.16845366946243,NA,NA,0.0538033431516484,"DF-UCB",78.8298255194846
"170",35,489.269489165667,"dNN","GM",0.47713580320179,NA,NA,NA,0.0913740020803794,NA,1,NA,0.0941076341541381,"dNN-GM",78.8298255194846
"171",36,394.270734893072,"BMT","UCB",0.578657456297865,10.8003695131019,NA,0.00788191001005388,0.00680362477090442,NA,NA,NA,0.00723894330071919,"BMT-UCB",84.4135488599547
"172",36,294.954581645777,"DF","UCB",0.684792953905302,NA,NA,0.0866548897312074,0.0556868198959609,1.81020973662116,NA,NA,0.11356834782909,"DF-UCB",84.4135488599547
"173",36,280.123138907753,"dNN","GM",0.700642767895952,NA,NA,NA,0.0545436210324967,NA,1,NA,0.107398477559034,"dNN-GM",84.4135488599547
"174",36,287.085490641552,"kNN","GM",0.693202360252043,NA,NA,NA,0.0542021330426861,NA,NA,1,0.107398574962331,"kNN-GM",84.4135488599547
"175",36,435.222343386947,"Sticky","GM",0.534893987786354,NA,NA,NA,0.0771490969653976,NA,NA,NA,0.396373338016409,"Sticky-GM",84.4135488599547
"176",37,489.490416168729,"kNN","GM",0.476899706689407,NA,NA,NA,0.0961712935678643,NA,NA,0,0.321371913514902,"kNN-GM",63.9669066524467
"177",37,553.973958254005,"Sticky","GM",0.407988531589124,NA,NA,NA,0.196727184827268,NA,NA,NA,0.850574202678734,"Sticky-GM",63.9669066524467
"178",37,490.311704985535,"DF","UCB",0.476022025724116,NA,NA,0.105557547026573,0.0901600471737484,0.183805959470357,NA,NA,0.365405030955681,"DF-UCB",63.9669066524467
"179",37,536.914389127155,"BMT","UCB",0.426219461795797,3.54747666315918,NA,0.00675886637879212,0.0409432077319015,NA,NA,NA,0.116918239960227,"BMT-UCB",63.9669066524467
"180",37,525.054804667229,"dNN","GM",0.438893360823456,NA,NA,NA,0.0961157465094716,NA,0,NA,0.32116522219113,"dNN-GM",63.9669066524467
"181",38,274.022731034309,"DF","UCB",0.707162048034039,NA,NA,0.216437132159478,0.0205796842431102,0.119790589968194,NA,NA,0.0549048003990274,"DF-UCB",77.7727807727666
"182",38,298.63010354854,"BMT","UCB",0.680865059666936,0.00717443421461181,NA,0.0954884978470743,0.0174942880080069,NA,NA,NA,0.0512982770454921,"BMT-UCB",77.7727807727666
"183",38,295.465142477303,"dNN","GM",0.684247336438847,NA,NA,NA,0.0761457287497004,NA,1,NA,0.22274914058173,"dNN-GM",77.7727807727666
"184",38,301.721340445173,"kNN","GM",0.677561569192132,NA,NA,NA,0.0761458716890745,NA,NA,3,0.222749145150398,"kNN-GM",77.7727807727666
"185",38,387.034818099483,"Sticky","GM",0.586390212797417,NA,NA,NA,2.6000517537728,NA,NA,NA,13.4919370946884,"Sticky-GM",77.7727807727666
"186",39,369.458589543227,"DF","UCB",0.605173277816411,NA,NA,0.0177841703379176,0.0703874431250167,2.09776180179275,NA,NA,0.186160621388462,"DF-UCB",73.355602047128
"187",39,374.848049276502,"BMT","UCB",0.599413761645843,8.93196206046061,NA,0.0076283056917319,0.00679428611283094,NA,NA,NA,0.00723434299874609,"BMT-UCB",73.355602047128
"188",39,498.100608926586,"Sticky","GM",0.467698312324327,NA,NA,NA,3.08744556070908,NA,NA,NA,14.1727550433703,"Sticky-GM",73.355602047128
"189",39,365.739357487958,"dNN","GM",0.609147883477191,NA,NA,NA,0.0688945506941455,NA,2,NA,0.193715544217944,"dNN-GM",73.355602047128
"190",39,369.136532135594,"kNN","GM",0.605517448649651,NA,NA,NA,0.0632154743861598,NA,NA,3,0.171198409213545,"kNN-GM",73.355602047128
"191",40,496.338177125456,"kNN","GM",0.469581757968324,NA,NA,NA,0.0981485051229369,NA,NA,1,0.189278124747424,"kNN-GM",77.4475459991253
"192",40,545.071109868159,"BMT","UCB",0.417502676193602,4.02375997016353,NA,0.177639350128327,0.0254660336287833,NA,NA,NA,0.0555447289383312,"BMT-UCB",77.4475459991253
"193",40,466.963421300683,"DF","UCB",0.500973472454045,NA,NA,0.338380758372393,0.0552335126874866,0.764735131652407,NA,NA,0.124776127498149,"DF-UCB",77.4475459991253
"194",40,496.338305449987,"dNN","GM",0.469581620832646,NA,NA,NA,0.0981482405042582,NA,1,NA,0.189276679504737,"dNN-GM",77.4475459991253
"195",40,646.917744410366,"Sticky","GM",0.308662946871179,NA,NA,NA,0.0239640040755773,NA,NA,NA,0.101684498406226,"Sticky-GM",77.4475459991253
"196",41,421.859824679984,"DF","UCB",0.54917401702511,NA,NA,0.212529820406975,0.0687010111831709,0.994537222805147,NA,NA,0.126308851510053,"DF-UCB",78.7806509300845
"197",41,426.859779825349,"kNN","GM",0.543830749993344,NA,NA,NA,0.0912532005962983,NA,NA,1,0.176683453054451,"kNN-GM",78.7806509300845
"198",41,574.191838007907,"Sticky","GM",0.386382431694128,NA,NA,NA,1.08151676540871,NA,NA,NA,4.78569640283065,"Sticky-GM",78.7806509300845
"199",41,426.859777060088,"dNN","GM",0.543830752948476,NA,NA,NA,0.0912532103620334,NA,1,NA,0.176683652329668,"dNN-GM",78.7806509300845
"200",41,425.970077940551,"BMT","UCB",0.544781541472654,6.3958790252671,NA,0.211312903508308,0.00707897578244171,NA,NA,NA,0.00858711864930019,"BMT-UCB",78.7806509300845
"201",42,233.540650710492,"DF","UCB",0.75042374916592,NA,NA,0.195637329710519,0.0566730811747433,2.41401611767135,NA,NA,0.196129645475608,"DF-UCB",80.6737740684335
"202",42,261.512555297257,"BMT","UCB",0.720531209883294,10.6805583975359,NA,0.00678930491245777,0.0094403522919426,NA,NA,NA,0.0199631021895778,"BMT-UCB",80.6737740684335
"203",42,171.889944353281,"kNN","GM",0.81630757755766,NA,NA,NA,0.0259744774593108,NA,NA,2,0.0415653882286727,"kNN-GM",80.6737740684335
"204",42,327.27237049797,"Sticky","GM",0.650256128935262,NA,NA,NA,1.69881317114218,NA,NA,NA,9.18854256639747,"Sticky-GM",80.6737740684335
"205",42,174.860610821501,"dNN","GM",0.813132936237782,NA,NA,NA,0.0283901726571401,NA,1,NA,0.0523373649985419,"dNN-GM",80.6737740684335
"206",43,464.801947498282,"kNN","GM",0.503283359517553,NA,NA,NA,0.133991536356374,NA,NA,2,0.438646219036905,"kNN-GM",72.4800714124799
"207",43,450.325268048425,"BMT","UCB",0.518754051110774,5.87611942555755,NA,0.0274822955906638,0.0190649808321526,NA,NA,NA,0.0427225804294227,"BMT-UCB",72.4800714124799
"208",43,541.549648591643,"Sticky","GM",0.421265931541982,NA,NA,NA,0.496278784663702,NA,NA,NA,2.22653892681574,"Sticky-GM",72.4800714124799
"209",43,467.803636770079,"DF","UCB",0.500075565275544,NA,NA,0.188964501644305,0.102103358175466,0.545213519448606,NA,NA,0.392878892153395,"DF-UCB",72.4800714124799
"210",43,464.049230015994,"dNN","GM",0.504087760835247,NA,NA,NA,0.133479656429221,NA,1,NA,0.441410132633412,"dNN-GM",72.4800714124799
"211",44,294.13272283114,"BMT","UCB",0.685671244006182,3.87265031957616,NA,0.0720192040276431,0.0224679940856296,NA,NA,NA,0.030894462722369,"BMT-UCB",80.2481733554906
"212",44,285.424148454962,"kNN","GM",0.694977775165979,NA,NA,NA,0.0734868397774306,NA,NA,2,0.18683677401805,"kNN-GM",80.2481733554906
"213",44,270.926082852905,"DF","UCB",0.710471321348623,NA,NA,0.184475595822371,0.0495902459845839,1.0551728597357,NA,NA,0.113176176104616,"DF-UCB",80.2481733554906
"214",44,279.95969925815,"dNN","GM",0.700817429801112,NA,NA,NA,0.0737401336908373,NA,1,NA,0.187103259896923,"dNN-GM",80.2481733554906
"215",44,392.405457274643,"Sticky","GM",0.580650809460819,NA,NA,NA,0.898978101209522,NA,NA,NA,4.73635086585446,"Sticky-GM",80.2481733554906
"216",45,319.716854425984,"DF","UCB",0.658330429356307,NA,NA,0.00673867936561241,0.0746406729747086,1.53031196736425,NA,NA,0.21423320769347,"DF-UCB",77.5864882847643
"217",45,466.000558572862,"BMT","UCB",0.502002448218848,4.93210576942096,NA,0.00678616229529093,0.039346957335196,NA,NA,NA,0.118092720132246,"BMT-UCB",77.5864882847643
"218",45,318.285293875041,"dNN","GM",0.659860285139697,NA,NA,NA,0.0737079477536652,NA,1,NA,0.212755618465869,"dNN-GM",77.5864882847643
"219",45,324.848689226078,"kNN","GM",0.652846227417968,NA,NA,NA,0.073297009070837,NA,NA,1,0.213017172505748,"kNN-GM",77.5864882847643
"220",45,406.506462739012,"Sticky","GM",0.565581586753418,NA,NA,NA,0.0557280576001017,NA,NA,NA,0.276786482975079,"Sticky-GM",77.5864882847643
"221",47,385.417373854523,"DF","UCB",0.588118715605653,NA,NA,0.273328746467369,0.0425120646469486,0.518508836880761,NA,NA,0.116645242635334,"DF-UCB",77.0244086937244
"222",47,536.244805639273,"Sticky","GM",0.426935020890189,NA,NA,NA,0.119119081785017,NA,NA,NA,0.536881624661538,"Sticky-GM",77.0244086937244
"223",47,446.938906572632,"BMT","UCB",0.522372930301725,4.04201246064885,NA,0.100560404814039,0.0244032936689434,NA,NA,NA,0.0403600112341235,"BMT-UCB",77.0244086937244
"224",47,412.996484809632,"kNN","GM",0.558645940341163,NA,NA,NA,0.0872589187237899,NA,NA,2,0.195419232358907,"kNN-GM",77.0244086937244
"225",47,412.830560328867,"dNN","GM",0.558823257693431,NA,NA,NA,0.0877944244190721,NA,1,NA,0.196964514264813,"dNN-GM",77.0244086937244
"226",48,883.77143713404,"kNN","GM",0.0555461706425244,NA,NA,NA,0.188539037735024,NA,NA,3,0.00673794700136091,"kNN-GM",55.8755940483919
"227",48,857.467821448701,"DF","UCB",0.0836558713141446,NA,NA,0.527443793229017,0.00786695068411443,0.0183658384468035,NA,NA,0.00690959312272638,"DF-UCB",55.8755940483919
"228",48,882.370060062909,"BMT","UCB",0.0570437704580322,0.20677529230533,NA,30.2764232184824,0.0574618171406701,NA,NA,NA,1.3740389283909,"BMT-UCB",55.8755940483919
"229",48,935.748853368621,"Sticky","GM",-1.70572180380191e-07,NA,NA,NA,148.413158994824,NA,NA,NA,0.00673794700526337,"Sticky-GM",55.8755940483919
"230",48,890.23073684363,"dNN","GM",0.0486433560805678,NA,NA,NA,0.190273054253936,NA,2,NA,0.00673794700154761,"dNN-GM",55.8755940483919
"231",49,724.611022764402,"Sticky","GM",0.225635015469865,NA,NA,NA,5.64760706065986,NA,NA,NA,19.6527718001204,"Sticky-GM",70.8184605095933
"232",49,569.857470505096,"kNN","GM",0.391014409843533,NA,NA,NA,0.109985114885949,NA,NA,2,0.181029099047868,"kNN-GM",70.8184605095933
"233",49,585.07828558029,"DF","UCB",0.374748488045554,NA,NA,0.3019411661997,0.0517522146223149,0.0876624559424039,NA,NA,0.114849995671531,"DF-UCB",70.8184605095933
"234",49,560.868743835653,"BMT","UCB",0.400620329391616,4.66173382722018,NA,0.208816145896613,0.0180903348396294,NA,NA,NA,0.0220237697622139,"BMT-UCB",70.8184605095933
"235",49,569.088492071487,"dNN","GM",0.391836188638139,NA,NA,NA,0.110736991815693,NA,1,NA,0.180672632624845,"dNN-GM",70.8184605095933
"236",50,914.346049942006,"dNN","GM",0.0228722134016702,NA,NA,NA,0.247628834733051,NA,2,NA,0.0956238679629649,"dNN-GM",50.2085908636154
"237",50,896.189550074413,"DF","UCB",0.0422753928971353,NA,NA,0.580822724224039,0.114434690219855,0.0418948654340768,NA,NA,0.429174146061386,"DF-UCB",50.2085908636154
"238",50,938.927967891675,"Sticky","GM",-0.00339757261427542,NA,NA,NA,16.0149779139085,NA,NA,NA,2.38272724563057,"Sticky-GM",50.2085908636154
"239",50,910.921757933465,"kNN","GM",0.0265316275492835,NA,NA,NA,0.257866511845223,NA,NA,7,0.089669918598322,"kNN-GM",50.2085908636154
"240",50,905.42983418669,"BMT","UCB",0.0324006432192189,0.00766291436672924,NA,0.297137711485094,0.138880208530701,NA,NA,NA,0.577152210431292,"BMT-UCB",50.2085908636154
"241",51,261.432632616934,"dNN","GM",0.720616620294077,NA,NA,NA,0.0646405128443666,NA,1,NA,0.119401981249558,"dNN-GM",84.1364373236999
"242",51,416.765178116756,"Sticky","GM",0.554618477270926,NA,NA,NA,0.498498379691913,NA,NA,NA,2.56116368669012,"Sticky-GM",84.1364373236999
"243",51,273.005440747577,"kNN","GM",0.708249188516863,NA,NA,NA,0.0581269100166332,NA,NA,3,0.116664418561323,"kNN-GM",84.1364373236999
"244",51,291.943896525903,"BMT","UCB",0.688010361677244,5.54432771427444,NA,0.206494571238104,0.00708885423768209,NA,NA,NA,0.00750325446414799,"BMT-UCB",84.1364373236999
"245",51,291.197091271512,"DF","UCB",0.688808444815776,NA,NA,0.0499956603458771,0.0730618013462681,1.78600813824364,NA,NA,0.159439261454479,"DF-UCB",84.1364373236999
"246",52,347.992505869681,"dNN","GM",0.628113287048361,NA,NA,NA,0.0897327943539119,NA,1,NA,0.204311140915341,"dNN-GM",81.5899029351253
"247",52,470.882388069879,"Sticky","GM",0.496785417696025,NA,NA,NA,0.332619823834368,NA,NA,NA,1.5767068613656,"Sticky-GM",81.5899029351253
"248",52,341.814631734329,"kNN","GM",0.634715352513775,NA,NA,NA,0.0864132397318713,NA,NA,2,0.190904693391822,"kNN-GM",81.5899029351253
"249",52,424.143798730136,"BMT","UCB",0.546733218480168,9.38081424123685,NA,0.0582505952873743,0.00702554319548751,NA,NA,NA,0.00682205082456963,"BMT-UCB",81.5899029351253
"250",52,278.346689165599,"DF","UCB",0.702541193994761,NA,NA,0.536239118538627,0.0423871850792505,2.45729615762582,NA,NA,0.120857610218686,"DF-UCB",81.5899029351253
"251",53,273.324105003491,"Sticky","GM",0.707908643819296,NA,NA,NA,4.51315221799885,NA,NA,NA,25.696679802701,"Sticky-GM",75.6980558184273
"252",53,223.295312608917,"kNN","GM",0.761372562848418,NA,NA,NA,0.0760061236786737,NA,NA,0,0.245652026916624,"kNN-GM",75.6980558184273
"253",53,235.580118673111,"BMT","UCB",0.748244245228348,3.65694623397108,NA,0.00678107793018571,0.0331357511669817,NA,NA,NA,0.0845690875360299,"BMT-UCB",75.6980558184273
"254",53,222.700007014846,"dNN","GM",0.762008743906478,NA,NA,NA,0.0693503865467601,NA,20,NA,0.261256354181047,"dNN-GM",75.6980558184273
"255",53,237.569314307096,"DF","UCB",0.746118465467971,NA,NA,0.159718617220076,0.0584933184436454,0.610171105757953,NA,NA,0.246150016811342,"DF-UCB",75.6980558184273
"256",54,476.946193506045,"DF","UCB",0.49030525322812,NA,NA,0.311949005751448,0.0580660054959365,0.661042072601265,NA,NA,0.132545543200809,"DF-UCB",76.2072502005814
"257",54,630.319762923113,"Sticky","GM",0.326400595449273,NA,NA,NA,0.267102755953984,NA,NA,NA,1.10664271004101,"Sticky-GM",76.2072502005814
"258",54,466.232158634211,"dNN","GM",0.50175494580405,NA,NA,NA,0.0908939009200321,NA,1,NA,0.16100408213851,"dNN-GM",76.2072502005814
"259",54,471.903319274299,"kNN","GM",0.495694386299205,NA,NA,NA,0.090893775951018,NA,NA,1,0.161004282018697,"kNN-GM",76.2072502005814
"260",54,483.332551536629,"BMT","UCB",0.483480388739182,7.11053330354019,NA,0.184999354120425,0.00741804985553195,NA,NA,NA,0.00880820158733999,"BMT-UCB",76.2072502005814
"261",55,265.227406438062,"DF","UCB",0.716561285943678,NA,NA,0.360805049157193,0.041895725843857,1.45315350201042,NA,NA,0.0823412310202968,"DF-UCB",83.9023438456105
"262",55,313.457353637905,"BMT","UCB",0.665019726204753,7.70872710434749,NA,0.100496611996939,0.0103379723566003,NA,NA,NA,0.00679096249414713,"BMT-UCB",83.9023438456105
"263",55,456.47908869545,"Sticky","GM",0.512177690718194,NA,NA,NA,0.264746185976922,NA,NA,NA,1.32119799507148,"Sticky-GM",83.9023438456105
"264",55,285.043864164589,"dNN","GM",0.695384170914014,NA,NA,NA,0.06615531473745,NA,1,NA,0.106437722634398,"dNN-GM",83.9023438456105
"265",55,285.043874195568,"kNN","GM",0.695384160194279,NA,NA,NA,0.0661554604151966,NA,NA,1,0.10643825937542,"kNN-GM",83.9023438456105
"266",56,267.373466437591,"DF","UCB",0.714267871040886,NA,NA,0.284944862076295,0.0482408659513211,1.15331451954295,NA,NA,0.179466447004754,"DF-UCB",79.1719600294929
"267",56,294.669940769354,"kNN","GM",0.685097139076303,NA,NA,NA,0.0866936395605056,NA,NA,2,0.262425352635159,"kNN-GM",79.1719600294929
"268",56,372.868735220714,"Sticky","GM",0.601528981329286,NA,NA,NA,0.37760272097499,NA,NA,NA,2.02072054718466,"Sticky-GM",79.1719600294929
"269",56,252.906772058468,"BMT","UCB",0.729727891958528,7.79563644585438,NA,0.0605046072572227,0.0069072918166679,NA,NA,NA,0.00690366598517567,"BMT-UCB",79.1719600294929
"270",56,289.157610685818,"dNN","GM",0.690987962243163,NA,NA,NA,0.0875005519156518,NA,1,NA,0.263241724281057,"dNN-GM",79.1719600294929
"271",57,469.538686227383,"BMT","UCB",0.498221382129063,3.21023472036283,NA,0.00676872634297321,0.115223499534581,NA,NA,NA,0.47821358458091,"BMT-UCB",69.2890327840105
"272",57,470.650598149132,"kNN","GM",0.497033123006535,NA,NA,NA,0.128811847758733,NA,NA,20,0.501571649390987,"kNN-GM",69.2890327840105
"273",57,421.861718639859,"DF","UCB",0.549171993020282,NA,NA,0.0067398741846405,0.139999188229132,2.57362674155801,NA,NA,0.565030723461096,"DF-UCB",69.2890327840105
"274",57,450.005485170065,"Sticky","GM",0.519095791238752,NA,NA,NA,0.244309861901564,NA,NA,NA,1.19077170039944,"Sticky-GM",69.2890327840105
"275",57,443.190735130272,"dNN","GM",0.526378462414535,NA,NA,NA,0.0722042760151823,NA,20,NA,0.227210529134619,"dNN-GM",69.2890327840105
"276",58,503.037579858339,"BMT","UCB",0.462422354190806,6.09617713847912,NA,0.155905740155422,0.0068470659171215,NA,NA,NA,0.00722253056346682,"BMT-UCB",74.2905526673869
"277",58,478.418617434665,"DF","UCB",0.488731728265225,NA,NA,0.155134578869962,0.0598206917045277,1.39700989727282,NA,NA,0.100464863089115,"DF-UCB",74.2905526673869
"278",58,483.604476353091,"dNN","GM",0.483189792750882,NA,NA,NA,0.067497288167382,NA,1,NA,0.101670465753423,"dNN-GM",74.2905526673869
"279",58,474.386688256685,"kNN","GM",0.493040501769142,NA,NA,NA,0.0658242858760552,NA,NA,2,0.0959303150993681,"kNN-GM",74.2905526673869
"280",58,653.040392567911,"Sticky","GM",0.302119899364513,NA,NA,NA,0.541987635197899,NA,NA,NA,2.14770533363255,"Sticky-GM",74.2905526673869
"281",59,884.435239294687,"DF","UCB",0.0548367898386006,NA,NA,0.623322652713273,0.114234293704598,0.213582274972959,NA,NA,0.347627016462185,"DF-UCB",55.5517597120175
"282",59,890.059696027227,"dNN","GM",0.0488261410713937,NA,NA,NA,0.222130056892629,NA,1,NA,0.0601090669761174,"dNN-GM",55.5517597120175
"283",59,890.185778356284,"BMT","UCB",0.0486914015522275,1.23611461130175,NA,24.3633816581759,1.21014395139381,NA,NA,NA,28.2652393222017,"BMT-UCB",55.5517597120175
"284",59,935.023371544941,"Sticky","GM",0.000775125005062716,NA,NA,NA,29.1163441566481,NA,NA,NA,24.0604274934381,"Sticky-GM",55.5517597120175
"285",59,886.58508382571,"kNN","GM",0.0525393305470534,NA,NA,NA,0.218834567190897,NA,NA,1,0.0481929290576546,"kNN-GM",55.5517597120175
"286",60,214.007683845833,"DF","UCB",0.771297908002581,NA,NA,0.491280207866345,0.0234211580431451,0.18996050803328,NA,NA,0.10139060281483,"DF-UCB",88.6014380946125
"287",60,225.879502929877,"BMT","UCB",0.758610934284891,6.01732927787054,NA,0.255413346055515,0.00790664191127628,NA,NA,NA,0.00701810456305887,"BMT-UCB",88.6014380946125
"288",60,268.487521037568,"kNN","GM",0.713077322117429,NA,NA,NA,0.109561580765537,NA,NA,2,0.313003785146735,"kNN-GM",88.6014380946125
"289",60,365.084364330616,"Sticky","GM",0.609847850425275,NA,NA,NA,0.44731896768242,NA,NA,NA,2.39380327295042,"Sticky-GM",88.6014380946125
"290",60,259.877853844639,"dNN","GM",0.722278154830721,NA,NA,NA,0.112045805832437,NA,1,NA,0.308652427382559,"dNN-GM",88.6014380946125
"291",61,404.728596928893,"Sticky","GM",0.567481526151658,NA,NA,NA,0.536324586775372,NA,NA,NA,2.63870672746121,"Sticky-GM",80.1271134972651
"292",61,344.216882767944,"DF","UCB",0.632148155733651,NA,NA,0.298202804966609,0.0248244698894716,0.189395012714158,NA,NA,0.102194918805546,"DF-UCB",80.1271134972651
"293",61,358.472404115289,"BMT","UCB",0.616913807620243,5.51001120587073,NA,0.138637742503512,0.0068326665516616,NA,NA,NA,0.00773300373915462,"BMT-UCB",80.1271134972651
"294",61,336.14767503112,"kNN","GM",0.640771419426851,NA,NA,NA,0.0858853792533218,NA,NA,18,0.273789615865233,"kNN-GM",80.1271134972651
"295",61,336.296089936921,"dNN","GM",0.640612813909374,NA,NA,NA,0.0877373280163371,NA,3,NA,0.251625592628081,"dNN-GM",80.1271134972651
"296",62,619.757972825637,"BMT","UCB",0.337687589668931,10.2437176740889,NA,0.221371906084785,0.00732521919381833,NA,NA,NA,0.0184944283694259,"BMT-UCB",73.136204449732
"297",62,624.644565814478,"DF","UCB",0.332465468578677,NA,NA,0.337282435306922,0.0913180409573953,0.635964671822913,NA,NA,0.271953488696522,"DF-UCB",73.136204449732
"298",62,612.938006636025,"dNN","GM",0.344975835150993,NA,NA,NA,0.126207532692347,NA,1,NA,0.269514517459938,"dNN-GM",73.136204449732
"299",62,724.699912817328,"Sticky","GM",0.225540021959834,NA,NA,NA,0.106294819311545,NA,NA,NA,0.4147594794968,"Sticky-GM",73.136204449732
"300",62,618.971669604652,"kNN","GM",0.338527882822671,NA,NA,NA,0.125284339404866,NA,NA,2,0.269513643761827,"kNN-GM",73.136204449732
"301",63,692.8219471174,"kNN","GM",0.259606824203475,NA,NA,NA,0.177852455687708,NA,NA,2,0.485100526991438,"kNN-GM",65.5559084794593
"302",63,663.266802004871,"DF","UCB",0.2911913140454,NA,NA,0.50610717584513,0.0875485737790433,0.0254471007387659,NA,NA,0.579936836454954,"DF-UCB",65.5559084794593
"303",63,633.890614345519,"BMT","UCB",0.32258455867975,10.7297915703562,NA,0.193541387573508,0.00694809470174824,NA,NA,NA,0.0184993294282708,"BMT-UCB",65.5559084794593
"304",63,742.570446794677,"Sticky","GM",0.206442443628605,NA,NA,NA,1.02531897813432,NA,NA,NA,3.52191909481367,"Sticky-GM",65.5559084794593
"305",63,677.562348494183,"dNN","GM",0.275914192543972,NA,NA,NA,0.176982949821258,NA,2,NA,0.493793223898966,"dNN-GM",65.5559084794593
"306",64,478.66950519456,"BMT","UCB",0.488463613800766,3.19972314145925,NA,0.00683884626372428,0.0681543398546268,NA,NA,NA,0.180382353694679,"BMT-UCB",77.275664417632
"307",64,395.2258474712,"kNN","GM",0.577636762831231,NA,NA,NA,0.0826366302599185,NA,NA,1,0.195418862585074,"kNN-GM",77.275664417632
"308",64,426.97496785331,"DF","UCB",0.543707652810596,NA,NA,0.00674018678168236,0.0956642455849142,2.09186609385957,NA,NA,0.242746749285881,"DF-UCB",77.275664417632
"309",64,523.039650687139,"Sticky","GM",0.441046881307681,NA,NA,NA,3.33955412676645,NA,NA,NA,14.9828028939566,"Sticky-GM",77.275664417632
"310",64,395.225165798311,"dNN","GM",0.577637491309821,NA,NA,NA,0.0826366377980215,NA,1,NA,0.195420326791708,"dNN-GM",77.275664417632
"311",65,444.853979673931,"DF","UCB",0.524601014522,NA,NA,0.0863451261034778,0.079593693855792,1.52368206336858,NA,NA,0.177160045492557,"DF-UCB",75.2658257777955
"312",65,584.737940112183,"Sticky","GM",0.375112202652242,NA,NA,NA,0.370340120830078,NA,NA,NA,1.63120544750329,"Sticky-GM",75.2658257777955
"313",65,466.957038795858,"dNN","GM",0.500980293200756,NA,NA,NA,0.0923970929048104,NA,1,NA,0.216776867728025,"dNN-GM",75.2658257777955
"314",65,490.373571667018,"BMT","UCB",0.4759559110911,2.74113996546683,NA,0.0393464653636719,0.0624277498330932,NA,NA,NA,0.134734070974583,"BMT-UCB",75.2658257777955
"315",65,454.968483580504,"kNN","GM",0.513792018501952,NA,NA,NA,0.0911192978115133,NA,NA,3,0.210162510992911,"kNN-GM",75.2658257777955
"316",66,526.405559161839,"BMT","UCB",0.437449859482099,6.43226134379205,NA,0.00678090178428069,0.0209830483839755,NA,NA,NA,0.0530557048032411,"BMT-UCB",65.4046069204729
"317",66,470.608276158534,"kNN","GM",0.497078350951688,NA,NA,NA,0.0692988867399965,NA,NA,3,0.167904479935581,"kNN-GM",65.4046069204729
"318",66,481.380049618131,"DF","UCB",0.485566955283733,NA,NA,0.00673928194820947,0.0826720413827274,1.49161263699031,NA,NA,0.208637068998182,"DF-UCB",65.4046069204729
"319",66,482.548052983729,"dNN","GM",0.484318753310926,NA,NA,NA,0.074227134789334,NA,2,NA,0.187934501655422,"dNN-GM",65.4046069204729
"320",66,609.513569783058,"Sticky","GM",0.348635404088483,NA,NA,NA,2.18696425743772,NA,NA,NA,9.10462834500401,"Sticky-GM",65.4046069204729
"321",68,538.50521565888,"DF","UCB",0.424519404352661,NA,NA,0.00674445976198936,0.103208745386507,1.96382053560126,NA,NA,0.255868722706655,"DF-UCB",70.3800602271518
"322",68,542.724916428469,"dNN","GM",0.420009966297607,NA,NA,NA,0.10106879026481,NA,2,NA,0.244650566994926,"dNN-GM",70.3800602271518
