"","participant","nLL","kernel","acq","R2","kError","lambda","beta","tau","alpha","d","k","omega","ModelName","meanScore"
"323",68,661.651226441967,"Sticky","GM",0.292917819862276,NA,NA,NA,0.392794506510058,NA,NA,NA,1.63525670983208,"Sticky-GM",70.3800602271518
"324",68,535.123631849931,"BMT","UCB",0.428133177827861,9.11863499292274,NA,0.126554146872838,0.00690270234708677,NA,NA,NA,0.0135477708246087,"BMT-UCB",70.3800602271518
"325",68,536.106640191982,"kNN","GM",0.427082673190655,NA,NA,NA,0.0973281408365705,NA,NA,4,0.238703702144419,"kNN-GM",70.3800602271518
"326",71,476.280164112802,"BMT","UCB",0.491017014193096,5.30297118296563,NA,0.223900355411343,0.0161510613893588,NA,NA,NA,0.0302761438653139,"BMT-UCB",79.9854031200931
"327",71,455.191489630604,"dNN","GM",0.513553700188939,NA,NA,NA,0.107247317896434,NA,1,NA,0.241124623144437,"dNN-GM",79.9854031200931
"328",71,446.849052065728,"DF","UCB",0.52246895448803,NA,NA,0.410728758514815,0.077083050582026,1.37375773106683,NA,NA,0.23138325730685,"DF-UCB",79.9854031200931
"329",71,600.100935339927,"Sticky","GM",0.358694338186859,NA,NA,NA,0.0583213393918722,NA,NA,NA,0.261656824757067,"Sticky-GM",79.9854031200931
"330",71,454.205455467426,"kNN","GM",0.514607438409209,NA,NA,NA,0.104705568031229,NA,NA,2,0.234998791304935,"kNN-GM",79.9854031200931
"331",72,347.443355855976,"BMT","UCB",0.628700143345752,0.0126828611193018,NA,0.216929665012142,0.00720294958813042,NA,NA,NA,0.130160171508204,"BMT-UCB",81.9514332685408
"332",72,298.169262407608,"DF","UCB",0.681357543540018,NA,NA,0.54107467855315,0.020774116753029,0.152058450621789,NA,NA,0.18964315051123,"DF-UCB",81.9514332685408
"333",72,406.990380401342,"kNN","GM",0.565064441855904,NA,NA,NA,0.118982123417758,NA,NA,0,0.261696965145383,"kNN-GM",81.9514332685408
"334",72,419.588309946356,"dNN","GM",0.551601500759563,NA,NA,NA,0.116609642862585,NA,0,NA,0.262652123960763,"dNN-GM",81.9514332685408
"335",72,503.293875606445,"Sticky","GM",0.462148460409478,NA,NA,NA,0.0456595651508759,NA,NA,NA,0.206737792230299,"Sticky-GM",81.9514332685408
"336",73,271.464769405261,"DF","UCB",0.709895646965158,NA,NA,0.541263556728996,0.036471753066281,1.36917886427239,NA,NA,0.166806256922165,"DF-UCB",80.2841954770818
"337",73,348.484228976228,"kNN","GM",0.627587800761468,NA,NA,NA,0.0975759943053917,NA,NA,0,0.217874671177501,"kNN-GM",80.2841954770818
"338",73,341.127403498594,"dNN","GM",0.635449767897222,NA,NA,NA,0.0949162995765476,NA,0,NA,0.206889987982793,"dNN-GM",80.2841954770818
"339",73,441.881772288789,"Sticky","GM",0.527777302562769,NA,NA,NA,0.0691690402767975,NA,NA,NA,0.34518343126989,"Sticky-GM",80.2841954770818
"340",73,309.657735402271,"BMT","UCB",0.669080237601657,6.96011316894326,NA,0.11607571996473,0.00787298947953693,NA,NA,NA,0.00796207879195894,"BMT-UCB",80.2841954770818
"341",74,882.370060062909,"BMT","UCB",0.0570437704580322,0.149929633608296,NA,16.1514564592674,0.097720483719523,NA,NA,NA,0.245901476122775,"BMT-UCB",58.8524073201894
"342",74,844.753332984416,"dNN","GM",0.0972433746140438,NA,NA,NA,0.149106510177676,NA,1,NA,0.00673794700053212,"dNN-GM",58.8524073201894
"343",74,935.748853368621,"Sticky","GM",-1.70572180380191e-07,NA,NA,NA,148.413158977791,NA,NA,NA,0.00673794700046797,"Sticky-GM",58.8524073201894
"344",74,846.225424749877,"DF","UCB",0.0956702046216267,NA,NA,0.516047610506155,0.00676795017824558,0.0234047299219733,NA,NA,0.00689335394467601,"DF-UCB",58.8524073201894
"345",74,841.592385190769,"kNN","GM",0.100621362544714,NA,NA,NA,0.147339980096722,NA,NA,2,0.00673794700025244,"kNN-GM",58.8524073201894
"346",75,612.289347172013,"Sticky","GM",0.345669033515405,NA,NA,NA,0.246888374701212,NA,NA,NA,1.08744809825353,"Sticky-GM",74.0967665565154
"347",75,504.12693131083,"DF","UCB",0.461258204606885,NA,NA,0.120593961960542,0.0875132224238551,0.942994208020046,NA,NA,0.219571111168044,"DF-UCB",74.0967665565154
"348",75,507.192184803889,"dNN","GM",0.457982481633919,NA,NA,NA,0.102763540200671,NA,2,NA,0.279208920160637,"dNN-GM",74.0967665565154
"349",75,504.565765178669,"BMT","UCB",0.46078923909214,7.182504684732,NA,0.0944718495772143,0.0121528328587861,NA,NA,NA,0.0243887771197951,"BMT-UCB",74.0967665565154
"350",75,503.574222849525,"kNN","GM",0.461848863685538,NA,NA,NA,0.102665284770201,NA,NA,2,0.26905971805847,"kNN-GM",74.0967665565154
"351",76,909.912257138615,"kNN","GM",0.0276104436903977,NA,NA,NA,0.246445793117834,NA,NA,2,0.0078153638928104,"kNN-GM",57.9988660377707
"352",76,935.867161639525,"Sticky","GM",-0.000126602243091023,NA,NA,NA,0.645133211948632,NA,NA,NA,0.309388521209754,"Sticky-GM",57.9988660377707
"353",76,898.64759812605,"BMT","UCB",0.0396485679087178,3.22929420380355,NA,41.5325206496467,2.88811864604091,NA,NA,NA,11.9682463703804,"BMT-UCB",57.9988660377707
"354",76,916.784144442275,"DF","UCB",0.0202667120351837,NA,NA,5.4533744898562,1.4129685017593,0.0183933443491189,NA,NA,5.84129915558224,"DF-UCB",57.9988660377707
"355",76,906.428575845005,"dNN","GM",0.0313333249691594,NA,NA,NA,0.246670220303498,NA,1,NA,0.00781535319612221,"dNN-GM",57.9988660377707
"356",77,515.513350606248,"BMT","UCB",0.449089959680232,10.4764655368335,NA,0.00683467977224571,0.00677511119837671,NA,NA,NA,0.0164556685245889,"BMT-UCB",66.5046525733747
"357",77,545.919233132289,"Sticky","GM",0.416596318247512,NA,NA,NA,0.175395736092311,NA,NA,NA,0.765432000965238,"Sticky-GM",66.5046525733747
"358",77,544.172721393419,"DF","UCB",0.41846275071012,NA,NA,0.146866225871491,0.107242358227575,0.0195049058794271,NA,NA,0.401351798142059,"DF-UCB",66.5046525733747
"359",77,530.445154168924,"dNN","GM",0.433132893790304,NA,NA,NA,0.111175415131232,NA,1,NA,0.380718517961745,"dNN-GM",66.5046525733747
"360",77,530.445508460597,"kNN","GM",0.433132515171905,NA,NA,NA,0.111175939170411,NA,NA,1,0.38071771674398,"kNN-GM",66.5046525733747
"361",78,461.145652318175,"BMT","UCB",0.507190706868936,0.00815036762737158,NA,0.149734337544933,0.0103420414435154,NA,NA,NA,0.0468912199208789,"BMT-UCB",77.5487848584971
"362",78,555.246832953594,"Sticky","GM",0.406628257502627,NA,NA,NA,1.29368202329868,NA,NA,NA,5.99321864042723,"Sticky-GM",77.5487848584971
"363",78,456.570917720817,"dNN","GM",0.512079556437077,NA,NA,NA,0.107338682840214,NA,3,NA,0.30620145108804,"dNN-GM",77.5487848584971
"364",78,447.765380064858,"kNN","GM",0.52148970866568,NA,NA,NA,0.10563465154724,NA,NA,4,0.282424026023581,"kNN-GM",77.5487848584971
"365",78,439.056178251549,"DF","UCB",0.530796910344318,NA,NA,0.34134029623427,0.0235510517780888,0.11302441664403,NA,NA,0.0795986469156336,"DF-UCB",77.5487848584971
"366",79,782.164146670257,"Sticky","GM",0.164130121805684,NA,NA,NA,0.0284097860578081,NA,NA,NA,0.103139674299751,"Sticky-GM",61.6426753808799
"367",79,749.148057846316,"dNN","GM",0.19941319411372,NA,NA,NA,0.172363607243635,NA,0,NA,0.441588595048472,"dNN-GM",61.6426753808799
"368",79,754.894596099919,"DF","UCB",0.193272081342792,NA,NA,0.144548086876051,0.145267280377145,0.0185321933832512,NA,NA,0.424267928335036,"DF-UCB",61.6426753808799
"369",79,676.598444304577,"BMT","UCB",0.276944281280443,13.9033891381027,NA,0.0252148761851497,0.00679304891346633,NA,NA,NA,0.00992619329561405,"BMT-UCB",61.6426753808799
"370",79,749.143794173564,"kNN","GM",0.199417750543005,NA,NA,NA,0.172355202790925,NA,NA,0,0.441589669623964,"kNN-GM",61.6426753808799
"371",80,321.757602028076,"BMT","UCB",0.656149557915386,5.14053221576253,NA,0.0067586339232365,0.0302127455241022,NA,NA,NA,0.0832574851128522,"BMT-UCB",81.0255911608389
"372",80,323.375686033211,"kNN","GM",0.654420371419126,NA,NA,NA,0.120058967654532,NA,NA,0,0.39634772805309,"kNN-GM",81.0255911608389
"373",80,328.463760459518,"DF","UCB",0.648982934572824,NA,NA,0.47320342690728,0.118124092187084,3.17458267061734,NA,NA,0.565263267883772,"DF-UCB",81.0255911608389
"374",80,377.92846669848,"Sticky","GM",0.59612183354321,NA,NA,NA,0.0647831524182212,NA,NA,NA,0.348526710251246,"Sticky-GM",81.0255911608389
"375",80,319.145367926183,"dNN","GM",0.658941155829787,NA,NA,NA,0.0808649239608308,NA,20,NA,0.252902684891907,"dNN-GM",81.0255911608389
"376",81,364.938395231119,"Sticky","GM",0.610003842200066,NA,NA,NA,1.89426856056227,NA,NA,NA,10.190970439196,"Sticky-GM",74.4902858918369
"377",81,310.172801781115,"DF","UCB",0.668529805223519,NA,NA,0.00675468219410925,0.0573642709210241,0.659223684135588,NA,NA,0.152462847168408,"DF-UCB",74.4902858918369
"378",81,309.869600269014,"dNN","GM",0.668853825458999,NA,NA,NA,0.0568539494312333,NA,1,NA,0.153408262022943,"dNN-GM",74.4902858918369
"379",81,302.508472933054,"kNN","GM",0.676720389831548,NA,NA,NA,0.0568769551665261,NA,NA,1,0.153340402828938,"kNN-GM",74.4902858918369
"380",81,253.69225732664,"BMT","UCB",0.728888472920689,8.00754367619,NA,0.00704756787351849,0.00675455162155056,NA,NA,NA,0.00674666115140247,"BMT-UCB",74.4902858918369
"381",82,173.268508029611,"DF","UCB",0.814834357572927,NA,NA,0.636834381420509,0.0397363227957499,1.31212713060866,NA,NA,0.232854005967057,"DF-UCB",86.9279632343521
"382",82,255.175575686595,"kNN","GM",0.727303305482194,NA,NA,NA,0.114851791265547,NA,NA,2,0.369710795927646,"kNN-GM",86.9279632343521
"383",82,228.713844734346,"BMT","UCB",0.755581978088231,6.97900220502573,NA,0.141179034908697,0.00684777933997864,NA,NA,NA,0.00705390405644879,"BMT-UCB",86.9279632343521
"384",82,267.435449862266,"dNN","GM",0.714201631648741,NA,NA,NA,0.104433886124078,NA,6,NA,0.390344245005196,"dNN-GM",86.9279632343521
"385",82,323.059856376592,"Sticky","GM",0.654757886885326,NA,NA,NA,0.728351225331226,NA,NA,NA,3.98266829601055,"Sticky-GM",86.9279632343521
"386",83,569.092017339792,"DF","UCB",0.39183242131436,NA,NA,0.0378790936831696,0.0749106522376314,1.71310122180139,NA,NA,0.0308215210661343,"DF-UCB",73.5731250625525
"387",83,545.680962892586,"kNN","GM",0.416850948835075,NA,NA,NA,0.0700406632746925,NA,NA,1,0.0343490470640252,"kNN-GM",73.5731250625525
"388",83,685.261021346763,"BMT","UCB",0.267686905769273,3.29145544273114,NA,0.145238707623993,0.0294360269833079,NA,NA,NA,0.0172196154805997,"BMT-UCB",73.5731250625525
"389",83,545.680965932366,"dNN","GM",0.416850945586575,NA,NA,NA,0.0700406626028292,NA,1,NA,0.03434904245772,"dNN-GM",73.5731250625525
"390",83,794.106183352103,"Sticky","GM",0.151368109139748,NA,NA,NA,4.37869486964104,NA,NA,NA,13.8968135802645,"Sticky-GM",73.5731250625525
"391",84,429.922614607208,"DF","UCB",0.540557611807529,NA,NA,0.403496601562467,0.0747928497880468,0.460882187874335,NA,NA,0.400269733964234,"DF-UCB",72.1138082646454
"392",84,444.593770350604,"kNN","GM",0.524879090596338,NA,NA,NA,0.134138302096527,NA,NA,4,0.443075175079427,"kNN-GM",72.1138082646454
"393",84,393.437361026939,"BMT","UCB",0.579548052108144,10.6482594580032,NA,0.0977384012347249,0.00688608058524405,NA,NA,NA,0.016969856494802,"BMT-UCB",72.1138082646454
"394",84,517.90406273154,"Sticky","GM",0.446535094104415,NA,NA,NA,1.51501678060152,NA,NA,NA,6.73487926771371,"Sticky-GM",72.1138082646454
"395",84,436.441013899706,"dNN","GM",0.533591639708402,NA,NA,NA,0.133376491575046,NA,2,NA,0.439342916258924,"dNN-GM",72.1138082646454
"396",85,510.723726933832,"DF","UCB",0.454208453250541,NA,NA,0.333630663554583,0.088556793546092,0.474065966379375,NA,NA,0.382969045332191,"DF-UCB",74.5192588160563
"397",85,542.524968562724,"Sticky","GM",0.420223643182309,NA,NA,NA,0.902229728788423,NA,NA,NA,4.06643972019414,"Sticky-GM",74.5192588160563
"398",85,467.340512791274,"kNN","GM",0.50057048873298,NA,NA,NA,0.136616116074727,NA,NA,4,0.438616136507736,"kNN-GM",74.5192588160563
"399",85,461.359440003778,"dNN","GM",0.506962239880919,NA,NA,NA,0.135276337032932,NA,1,NA,0.424827886494442,"dNN-GM",74.5192588160563
"400",85,570.417046243238,"BMT","UCB",0.39041641196026,10.5677110877002,NA,0.00708243310691823,0.00676452935405924,NA,NA,NA,0.00784083999558169,"BMT-UCB",74.5192588160563
"401",86,253.1609559755,"DF","UCB",0.729456255012916,NA,NA,0.277288657353594,0.0414316318384083,1.06573389778562,NA,NA,0.114736261163649,"DF-UCB",83.6535766802238
"402",86,229.819875141305,"dNN","GM",0.754400004322903,NA,NA,NA,0.0737377109228449,NA,1,NA,0.183090209306392,"dNN-GM",83.6535766802238
"403",86,232.948491871373,"kNN","GM",0.751056567403413,NA,NA,NA,0.0705749858696278,NA,NA,2,0.17831874870648,"kNN-GM",83.6535766802238
"404",86,286.731664342536,"BMT","UCB",0.69358048132384,2.45516068287934,NA,0.00683674231443264,0.0557556355723346,NA,NA,NA,0.101620024832116,"BMT-UCB",83.6535766802238
"405",86,338.248283657317,"Sticky","GM",0.63852657672473,NA,NA,NA,1.54378311635766,NA,NA,NA,8.35001580606734,"Sticky-GM",83.6535766802238
"406",87,318.052860306464,"BMT","UCB",0.660108678292825,7.35908646827764,NA,0.00726911393416567,0.00885617555010947,NA,NA,NA,0.00677131054653149,"BMT-UCB",75.892320760306
"407",87,460.641461916444,"Sticky","GM",0.507729516492817,NA,NA,NA,0.0854310870025494,NA,NA,NA,0.438924190764599,"Sticky-GM",75.892320760306
"408",87,332.000055460237,"DF","UCB",0.645203826972337,NA,NA,0.00674627494466239,0.0607789406639647,1.55510716052508,NA,NA,0.141426712445395,"DF-UCB",75.892320760306
"409",87,300.192853805652,"dNN","GM",0.679195006299467,NA,NA,NA,0.0464401915249217,NA,1,NA,0.0931761771650701,"dNN-GM",75.892320760306
"410",87,300.192928379525,"kNN","GM",0.679194926605129,NA,NA,NA,0.046440197218671,NA,NA,1,0.0931760006766734,"kNN-GM",75.892320760306
"411",88,620.422088932035,"BMT","UCB",0.336977873362801,9.55452439827955,NA,0.00683243024334024,0.0115362139871052,NA,NA,NA,0.0203599835431182,"BMT-UCB",65.2787524613938
"412",88,641.634762962976,"DF","UCB",0.314308673638036,NA,NA,0.198839817819019,0.119668005023094,0.0183840495602485,NA,NA,0.431224392775204,"DF-UCB",65.2787524613938
"413",88,678.770227802048,"kNN","GM",0.274623376627343,NA,NA,NA,0.151301033880731,NA,NA,1,0.415312870058812,"kNN-GM",65.2787524613938
"414",88,680.988055890868,"dNN","GM",0.272253265823429,NA,NA,NA,0.13786591347169,NA,2,NA,0.371487525056194,"dNN-GM",65.2787524613938
"415",88,709.904720481242,"Sticky","GM",0.241351096487441,NA,NA,NA,0.269645297915188,NA,NA,NA,1.02459859399539,"Sticky-GM",65.2787524613938
"416",89,208.860684139179,"DF","UCB",0.776798316115356,NA,NA,0.0979457093469651,0.0288014331438038,0.462895977037872,NA,NA,0.0714251652733523,"DF-UCB",70.9319389928632
"417",89,216.109206138009,"kNN","GM",0.76905208889944,NA,NA,NA,0.0465158627497724,NA,NA,2,0.155045490136196,"kNN-GM",70.9319389928632
"418",89,199.386727181757,"BMT","UCB",0.786922783315406,5.45074654942718,NA,0.0440298661277355,0.0068151374684286,NA,NA,NA,0.00753637131484527,"BMT-UCB",70.9319389928632
"419",89,307.458993366613,"Sticky","GM",0.67142995184687,NA,NA,NA,0.252642634102624,NA,NA,NA,1.36649375410516,"Sticky-GM",70.9319389928632
"420",89,213.043473355475,"dNN","GM",0.772328324071331,NA,NA,NA,0.0475150489350034,NA,1,NA,0.154150241276189,"dNN-GM",70.9319389928632
"421",90,489.798157156066,"DF","UCB",0.476570835284733,NA,NA,0.383525457172196,0.0634001176071059,1.3833002345781,NA,NA,0.162997226111228,"DF-UCB",74.7050377447681
"422",90,520.843232151802,"BMT","UCB",0.443394112514086,9.21130233871802,NA,0.137296547880414,0.00761471520212565,NA,NA,NA,0.00909459407413326,"BMT-UCB",74.7050377447681
"423",90,517.265755950708,"dNN","GM",0.447217228939431,NA,NA,NA,0.102154259540855,NA,2,NA,0.203871716359465,"dNN-GM",74.7050377447681
"424",90,657.006671503017,"Sticky","GM",0.297881283845654,NA,NA,NA,7.54054105961285,NA,NA,NA,29.1161674490388,"Sticky-GM",74.7050377447681
"425",90,524.066860399217,"kNN","GM",0.439949140302074,NA,NA,NA,0.101745754265646,NA,NA,5,0.20430844394836,"kNN-GM",74.7050377447681
"426",91,416.442479031451,"DF","UCB",0.554963333841348,NA,NA,0.219360675701833,0.0752976413116809,1.3064191943527,NA,NA,0.169397721255612,"DF-UCB",81.5897430268476
"427",91,499.673384406716,"BMT","UCB",0.46601754537202,13.9899076753088,NA,0.00738894515335767,0.00692993589515893,NA,NA,NA,0.0121480563889267,"BMT-UCB",81.5897430268476
"428",91,552.044662174393,"Sticky","GM",0.41005029891243,NA,NA,NA,3.22311416099592,NA,NA,NA,13.7410349287222,"Sticky-GM",81.5897430268476
"429",91,386.633804947028,"kNN","GM",0.586818760713254,NA,NA,NA,0.084662214471117,NA,NA,3,0.163576699931764,"kNN-GM",81.5897430268476
"430",91,407.966768467917,"dNN","GM",0.564021012062104,NA,NA,NA,0.0889169442716155,NA,2,NA,0.175486567423928,"dNN-GM",81.5897430268476
"431",92,486.682014031918,"BMT","UCB",0.479900942123184,2.89968294530803,NA,0.0521291454122664,0.0445128701412047,NA,NA,NA,0.105921655041721,"BMT-UCB",71.2525569068245
"432",92,456.741794818245,"DF","UCB",0.511896946406661,NA,NA,0.0067398400747088,0.0787189021212601,1.32513103903951,NA,NA,0.167339342370728,"DF-UCB",71.2525569068245
"433",92,574.142721305386,"Sticky","GM",0.386434920896463,NA,NA,NA,0.537270030860903,NA,NA,NA,2.27975395074262,"Sticky-GM",71.2525569068245
"434",92,459.910125156963,"dNN","GM",0.508511069023279,NA,NA,NA,0.0773385302851848,NA,1,NA,0.160780363364322,"dNN-GM",71.2525569068245
"435",92,459.909892571291,"kNN","GM",0.50851131757898,NA,NA,NA,0.0773382965749289,NA,NA,1,0.160778589126586,"kNN-GM",71.2525569068245
"436",93,375.072207398657,"DF","UCB",0.599174212156059,NA,NA,0.0313498373394843,0.0661790621001043,0.0183185915075433,NA,NA,0.157997594191342,"DF-UCB",73.714292871859
"437",93,347.307227040564,"BMT","UCB",0.628845619173096,3.06755764273047,NA,0.00676508391348291,0.0327030848204741,NA,NA,NA,0.0469302955962006,"BMT-UCB",73.714292871859
"438",93,345.936921639062,"kNN","GM",0.630310013845134,NA,NA,NA,0.0683895729127704,NA,NA,0,0.143693228221161,"kNN-GM",73.714292871859
"439",93,473.505879280276,"Sticky","GM",0.493981789726354,NA,NA,NA,0.308874008764408,NA,NA,NA,1.49148810840458,"Sticky-GM",73.714292871859
"440",93,345.984333831716,"dNN","GM",0.630259346189417,NA,NA,NA,0.0682659726849236,NA,0,NA,0.14428187758452,"dNN-GM",73.714292871859
"441",94,882.370060062909,"BMT","UCB",0.0570437704580322,0.187999727827802,NA,70.6494217351537,0.121183530549175,NA,NA,NA,2.74901836999739,"BMT-UCB",53.9357631069432
"442",94,935.748853368621,"Sticky","GM",-1.7057218082428e-07,NA,NA,NA,148.413158976607,NA,NA,NA,0.00673794700651054,"Sticky-GM",53.9357631069432
"443",94,886.366015568331,"DF","UCB",0.0527734406867109,NA,NA,0.533676476831152,0.0219919122784117,0.0183169967864389,NA,NA,0.00676623458288879,"DF-UCB",53.9357631069432
"444",94,912.826201871275,"kNN","GM",0.0244964187902248,NA,NA,NA,0.309898518635766,NA,NA,4,0.00673794700042342,"kNN-GM",53.9357631069432
"445",94,914.9900615392,"dNN","GM",0.0221839820405246,NA,NA,NA,0.317387967942915,NA,2,NA,0.00673794700107234,"dNN-GM",53.9357631069432
"446",95,354.895513035202,"BMT","UCB",0.620736298748422,8.33142881839177,NA,0.065161711541136,0.00679637463285674,NA,NA,NA,0.00746432203240752,"BMT-UCB",79.3176138304807
"447",95,456.626677691237,"Sticky","GM",0.512019967820184,NA,NA,NA,7.81202977385294,NA,NA,NA,37.0311090040247,"Sticky-GM",79.3176138304807
"448",95,399.941710200296,"DF","UCB",0.572597094851394,NA,NA,0.222096400987704,0.0713059174666778,0.308748987086632,NA,NA,0.216785860664604,"DF-UCB",79.3176138304807
"449",95,377.840409653685,"kNN","GM",0.596215936848277,NA,NA,NA,0.0989291934758135,NA,NA,1,0.265855780625915,"kNN-GM",79.3176138304807
"450",95,377.84088013778,"dNN","GM",0.596215434059336,NA,NA,NA,0.0989313083771477,NA,1,NA,0.265861146289976,"dNN-GM",79.3176138304807
"451",97,223.232042936646,"DF","UCB",0.761440176805769,NA,NA,0.46014337298991,0.0497709756824586,1.85773975085105,NA,NA,0.268997972141499,"DF-UCB",80.7110333547181
"452",97,228.279160031822,"BMT","UCB",0.75604650954355,7.88257494694253,NA,0.00914996852709078,0.00687464534027366,NA,NA,NA,0.00679004623964548,"BMT-UCB",80.7110333547181
"453",97,265.66259075454,"kNN","GM",0.716096220569416,NA,NA,NA,0.0868199464838677,NA,NA,4,0.3312182824481,"kNN-GM",80.7110333547181
"454",97,325.594881219777,"Sticky","GM",0.652048799648442,NA,NA,NA,0.823439046807713,NA,NA,NA,4.43001754870211,"Sticky-GM",80.7110333547181
"455",97,257.951431494582,"dNN","GM",0.724336851105598,NA,NA,NA,0.0886751555258328,NA,2,NA,0.319359726870876,"dNN-GM",80.7110333547181
"456",98,908.059979005207,"BMT","UCB",0.0295899047847793,0.0122699099762431,NA,0.418436067100826,0.190405288270875,NA,NA,NA,0.859142737252744,"BMT-UCB",53.1267796641406
"457",98,881.167528703363,"DF","UCB",0.0583288712202039,NA,NA,5.24816977461344,1.10724056535984,1.45447012070621,NA,NA,2.85710835755712,"DF-UCB",53.1267796641406
"458",98,939.806896190568,"Sticky","GM",-0.00433685076102308,NA,NA,NA,2.53640415911979,NA,NA,NA,0.503339511990176,"Sticky-GM",53.1267796641406
"459",98,939.784191141144,"kNN","GM",-0.00431258671494383,NA,NA,NA,1.18562425573145,NA,NA,21,1.02076156144547,"kNN-GM",53.1267796641406
"460",98,939.660705435132,"dNN","GM",-0.00418062211073345,NA,NA,NA,0.818153550755736,NA,11,NA,0.765367910472448,"dNN-GM",53.1267796641406
"461",99,390.965506753191,"Sticky","GM",0.582189631295208,NA,NA,NA,0.093502292247864,NA,NA,NA,0.471113053778872,"Sticky-GM",82.0685005029981
"462",99,261.121064339439,"DF","UCB",0.720949581782106,NA,NA,0.68142794002088,0.0752991178868521,2.8349200344609,NA,NA,0.394858592927695,"DF-UCB",82.0685005029981
"463",99,319.227790152879,"BMT","UCB",0.658853074246295,8.01837918629567,NA,0.0758345299062504,0.00708411812494785,NA,NA,NA,0.00694256679002627,"BMT-UCB",82.0685005029981
"464",99,294.720798645032,"kNN","GM",0.68504278914665,NA,NA,NA,0.0967866153225308,NA,NA,0,0.244257568657581,"kNN-GM",82.0685005029981
"465",99,290.980270666391,"dNN","GM",0.689040152972644,NA,NA,NA,0.0958210141667495,NA,0,NA,0.241652388458496,"dNN-GM",82.0685005029981
"466",100,380.375191552533,"kNN","GM",0.593507109237015,NA,NA,NA,0.117673843929658,NA,NA,24,0.416681956534153,"kNN-GM",76.4768189038695
"467",100,453.825379857718,"DF","UCB",0.515013611147941,NA,NA,0.280974460649017,0.113702052470813,0.294456874164918,NA,NA,0.526132128521192,"DF-UCB",76.4768189038695
"468",100,379.78742945186,"dNN","GM",0.594135228842841,NA,NA,NA,0.107722268217894,NA,10,NA,0.363548007352856,"dNN-GM",76.4768189038695
"469",100,442.930007543285,"Sticky","GM",0.526657092338067,NA,NA,NA,3.4545073684249,NA,NA,NA,16.916399738477,"Sticky-GM",76.4768189038695
"470",100,512.05429814134,"BMT","UCB",0.452786521041193,6.58770208521727,NA,0.00677333919871466,0.0307795770654089,NA,NA,NA,0.09197314206994,"BMT-UCB",76.4768189038695
"471",101,352.954628405183,"BMT","UCB",0.622810450326693,6.92701051336016,NA,0.11514451557795,0.00783300735202147,NA,NA,NA,0.00675278774326161,"BMT-UCB",82.2933968957599
"472",101,346.020085961442,"kNN","GM",0.630221139211448,NA,NA,NA,0.0675923038664107,NA,NA,1,0.129897252017987,"kNN-GM",82.2933968957599
"473",101,494.608652766863,"Sticky","GM",0.471430036646278,NA,NA,NA,0.506865093496615,NA,NA,NA,2.33741529156215,"Sticky-GM",82.2933968957599
"474",101,364.025347621778,"DF","UCB",0.610979582391245,NA,NA,0.0711245273375082,0.0746402984862842,1.68872240980456,NA,NA,0.158124059969787,"DF-UCB",82.2933968957599
"475",101,346.020137173895,"dNN","GM",0.630221084482595,NA,NA,NA,0.0675922837766597,NA,1,NA,0.129897074766398,"dNN-GM",82.2933968957599
"476",102,565.306138636476,"BMT","UCB",0.395878249781531,9.66328168900101,NA,0.0482000237035938,0.00769926152819937,NA,NA,NA,0.0179968341248597,"BMT-UCB",61.1947301465169
"477",102,585.481497825135,"DF","UCB",0.374317590041064,NA,NA,0.25568010064288,0.0832889355466874,0.018502856722329,NA,NA,0.440061552520531,"DF-UCB",61.1947301465169
"478",102,598.709139878235,"kNN","GM",0.360181698490944,NA,NA,NA,0.130465778706096,NA,NA,0,0.392517324931416,"kNN-GM",61.1947301465169
"479",102,662.908497085817,"Sticky","GM",0.291574221252693,NA,NA,NA,1.65006628109626,NA,NA,NA,7.10102292891498,"Sticky-GM",61.1947301465169
"480",102,598.708195275425,"dNN","GM",0.36018270795301,NA,NA,NA,0.130476531128661,NA,0,NA,0.392516896109489,"dNN-GM",61.1947301465169
"481",103,477.397020585233,"DF","UCB",0.489823471012235,NA,NA,0.418698800059221,0.0388492420190784,0.0585246541694124,NA,NA,0.166565722397199,"DF-UCB",77.5138959028394
"482",103,635.224504816914,"Sticky","GM",0.321159079295919,NA,NA,NA,0.219799918460645,NA,NA,NA,0.963668071191818,"Sticky-GM",77.5138959028394
"483",103,474.114411572823,"BMT","UCB",0.49333147378511,6.18999372504973,NA,0.284143754190032,0.00782335861339678,NA,NA,NA,0.0181868301927872,"BMT-UCB",77.5138959028394
"484",103,547.178440855464,"kNN","GM",0.415250649552939,NA,NA,NA,0.15677467786343,NA,NA,1,0.410741864706635,"kNN-GM",77.5138959028394
"485",103,545.213357857092,"dNN","GM",0.417350661031966,NA,NA,NA,0.156775015802015,NA,1,NA,0.409405482246127,"dNN-GM",77.5138959028394
"486",104,228.960267704312,"kNN","GM",0.75531863497954,NA,NA,NA,0.0645425980357184,NA,NA,3,0.184117413793584,"kNN-GM",82.354404162726
"487",104,234.527935889516,"DF","UCB",0.749368674031312,NA,NA,0.129753530619236,0.0546943107795623,0.791705408478836,NA,NA,0.143360609901635,"DF-UCB",82.354404162726
"488",104,296.305098338737,"BMT","UCB",0.683349706693768,4.8044285293647,NA,0.0893485527934456,0.0185449110123087,NA,NA,NA,0.0423251331393507,"BMT-UCB",82.354404162726
"489",104,218.376506684122,"dNN","GM",0.766629108711231,NA,NA,NA,0.0608912971714155,NA,2,NA,0.189109705325967,"dNN-GM",82.354404162726
