"participant","loo","alpha","beta","tau","omega"
43,4,0.501390460020077,0.181262140680943,0.105225529955799,0.392878892153395
43,5,0.455504860450255,0.165114486806651,0.101954760759315,0.383721324118922
43,6,0.665948783273278,0.147580605323346,0.111396811160459,0.407891247791246
43,7,0.577764351786652,0.196128824563076,0.110803457855204,0.404148079986706
43,8,0.678301807743173,0.193479514185002,0.107637163128828,0.400701611491439
43,9,0.545213519448606,0.180966604083831,0.101180858694958,0.377516397349185
44,1,1.16352219296556,0.176260301625536,0.0493969234235192,0.113176176104616
44,2,1.0551728597357,0.203870917660036,0.0501477674526818,0.131483792074126
44,3,1.14397146835923,0.184475595822371,0.0507738116483296,0.117637823275185
44,4,1.16252166495831,0.162539540165804,0.0495902459845839,0.103869669584552
44,5,0.991714314912713,0.175655699474734,0.0479013380190781,0.109393116634772
44,6,1.03242931671382,0.193509777849956,0.0523582460437537,0.114716080157597
44,7,1.12831111464824,0.191134919522511,0.0507475707636937,0.120194838557549
44,8,1.03930488509932,0.222475396976961,0.0465651079833876,0.109401550548371
44,9,0.92705288658376,0.179236129750224,0.048745561507049,0.112524015538647
45,1,1.24389726072684,0.033383519519537,0.0548464954501093,0.0931188398891861
45,2,1.48992156126754,0.00673847393132129,0.0746406729747086,0.21423320769347
45,3,1.59362912070924,0.00673867936561241,0.0743217416325026,0.206603413182441
45,4,1.46815183647061,0.00673944246953838,0.074777396796803,0.21919835641137
45,5,1.51562134690654,0.00673810386155151,0.0714935662589983,0.197916917557837
45,6,1.54503223200104,0.00673816846394071,0.074807795587079,0.21896444203331
45,7,1.53048948540816,0.00673953323122133,0.0741011477751045,0.210094255755282
45,8,1.53031196736425,0.0067379533189722,0.0749098090709663,0.215249567955105
45,9,2.04444374399175,0.0067403570687357,0.0781316519856083,0.227654424375063
47,1,0.497252195049065,0.284711223155843,0.0425120646469486,0.121978994644571
47,2,0.544448630485707,0.240428384771224,0.0350699555842305,0.0855758313797981
47,3,0.518508836880761,0.273328746467369,0.0426588668894113,0.116132344682486
47,4,0.520173782508378,0.283552582035373,0.0447067182870016,0.128307729127198
47,5,0.573678063372009,0.256585807991307,0.0461871185675264,0.119934422825229
47,6,0.511744814234175,0.272401557303197,0.0426685019857667,0.116645242635334
47,7,0.463547727810247,0.262836420366083,0.0386996966830877,0.104691742588743
47,8,0.40028406002013,0.297559005603658,0.0386790722494458,0.0968004529566429
47,9,0.535627094901684,0.304419133964756,0.039159659389679,0.12106282085433
48,1,0.0183468411037207,0.52492871567929,0.00793615117354317,0.00690959312272638
48,2,0.018376268864919,0.527443793229017,0.00674365931468503,0.00693664702983468
48,3,0.0183921357073792,0.528109583199704,0.00810809340830647,0.00684364200848524
48,4,0.018373717711061,0.52739789366355,0.00691616255761479,0.00685822714243631
48,5,0.0183658384468035,0.527560134682468,0.0079607547731612,0.0068911386520838
48,6,0.0183445758571498,0.526392161228499,0.00697872982911787,0.00695560975650753
48,7,0.0183387527762723,0.519969322311459,0.00695455856391433,0.00702583944093823
48,8,0.0183968520523378,0.529761413122433,0.00844130612048678,0.00705373231123421
48,9,0.0183563002901157,0.528000614466091,0.00786695068411443,0.00678785304438897
49,1,0.0392140801791576,0.327710177055235,0.034609807519626,0.0633008634748352
49,6,0.0493869632095694,0.308797287969821,0.0506204483112263,0.122445437742461
49,5,0.0682429619409902,0.3019411661997,0.0517522146223149,0.127207937290046
49,3,0.0672736831867695,0.29999318988571,0.0506044283663049,0.114849995671531
49,4,0.0876624559424039,0.292870533616342,0.0536250853629794,0.110365847648009
49,2,0.526382980405751,0.216594616888345,0.0740526825514336,0.12761507656256
49,7,0.0908838521253112,0.301325568875879,0.0534665020923714,0.115876900552639
49,8,0.152507991593069,0.304389598535864,0.0517143811273876,0.106248922087727
49,9,0.159548954076645,0.30280841833387,0.0538610087771153,0.113860843612587
50,3,0.0420177907924501,0.580822724224039,0.114434690219855,0.442929667008731
50,4,0.030768401957591,0.510862432202869,0.0551536774246485,0.189567342996668
50,2,0.044431208600965,0.591013032244974,0.116797420731154,0.442402843119663
50,1,0.0392773785396591,0.604256168573842,0.119255957178351,0.469291822777472
50,5,0.0418948654340768,0.576553447986877,0.116436418183553,0.429174146061386
50,9,0.0183275412294692,0.755470324945839,0.103911231263793,0.395661050781624
50,7,0.0300346598193243,0.626218186288032,0.128135340009714,0.502907084168822
50,8,0.054992335498676,0.572127069174386,0.113018393158126,0.399269190347822
50,6,0.0532791149819394,0.57041024501515,0.114426737009421,0.407845807288667
51,1,2.23777933457511,0.0724750751149794,0.0729936503250904,0.181628265712968
51,2,1.75030144158678,0.0380853542034693,0.0730618013462681,0.159439261454479
51,3,1.78600813824364,0.0472289454384134,0.0752221339022146,0.169171337155428
51,5,1.88187355200543,0.0147262654949677,0.0740740427108458,0.165624126398203
51,6,1.79685412627859,0.0503964701792357,0.0733226009468527,0.161475749877226
51,7,1.72895293512621,0.208645057691572,0.0556724398299587,0.10698523784417
51,8,1.80719706681966,0.0134422135003548,0.0719170988840108,0.152015660159534
51,4,1.67638657682018,0.0653638171842534,0.0716618832358686,0.15788845472706
51,9,1.69406216552993,0.0499956603458771,0.0735912014953875,0.157463255259125
52,1,2.45729615762582,0.54479029805111,0.0416357507895492,0.130657028135652
52,2,2.43471904469659,0.520212126095133,0.0424262280427763,0.118207548364118
52,3,2.55517210476421,0.571741645019391,0.0418850866217376,0.129894498570786
52,4,2.00391338856015,0.536851209233924,0.0390478240352051,0.0876089919638535
52,5,2.84451335761155,0.61269578234587,0.0439949333808083,0.15507948364645
52,6,2.41403958725514,0.516711937076022,0.0423871850792505,0.120857610218686
52,7,2.58309311415819,0.519052595429493,0.0431611016763071,0.117205766974549
52,9,2.27644375039135,0.445747946431103,0.0341927215018473,0.086981303021142
52,8,2.49171621383809,0.536239118538627,0.0436048853265603,0.127081337402353
53,1,0.563468343974768,0.200142876474272,0.0569680871925606,0.282911999663625
53,2,0.547946716099941,0.115639589899485,0.049966275160893,0.187313399243756
53,3,0.812475123894324,0.176437086748161,0.0571387330379234,0.243594403427912
53,4,0.648738056978484,0.160989759279922,0.0593781796281606,0.253123579610563
53,5,0.646306503983698,0.144875338599654,0.0599950320509255,0.246150016811342
53,6,0.684510642016327,0.159718617220076,0.0591131165689809,0.250213600391085
53,7,0.318370569920227,0.23150327271722,0.0336629129272268,0.124093721538576
53,8,0.610171105757953,0.150604319296551,0.0587632492042463,0.242811036959714
53,9,0.411709115562093,0.144772696466691,0.0584933184436454,0.254898333967614
54,1,0.56978252494579,0.316778015493031,0.0558935031436369,0.1416130584224
54,2,0.630971179670378,0.311949005751448,0.0589482950534066,0.139373424906378
54,3,0.95681200834266,0.268714707063411,0.0626242516635351,0.134426665028988
54,4,0.661042072601265,0.316528825186271,0.0582975180662178,0.12932390135319
54,5,0.622694260648061,0.302451743100423,0.0547352454380213,0.123480016265794
54,6,0.704365131575455,0.291883905626197,0.0580660054959365,0.124579242708226
54,7,0.490238604417478,0.340532588981096,0.0510068502556989,0.131522388133775
54,8,0.678622881133357,0.314249429315251,0.0577368538210162,0.132545543200809
54,9,0.719515694580276,0.294750355536065,0.0648603761741214,0.15089672618978
55,1,1.3589466686701,0.353672210113137,0.0406958113725222,0.0769427872223618
55,2,1.35716462949933,0.388072943320708,0.0417732742142812,0.0889292155608061
55,3,1.51921727302921,0.360805049157193,0.0427828214408542,0.0881467956603848
55,4,1.5891495188497,0.366058409788417,0.0428793775872503,0.0847541566184808
55,5,1.77383640488974,0.405748476361505,0.043676127258597,0.0698134457534031
55,6,1.43969721423796,0.350532483176104,0.0416222979463819,0.0741625223359129
55,7,1.49617655301038,0.384045900492436,0.0405752768046189,0.0823412310202968
55,8,1.45315350201042,0.356416659663277,0.041895725843857,0.0807380401805953
55,9,1.43974531610955,0.35602005847194,0.0423427521311302,0.0825816860593986
56,1,1.10108754834502,0.301587878674885,0.0474605734841683,0.162627877072068
56,2,1.15219571356,0.273618617037303,0.0485509244787346,0.179466447004754
56,3,1.11336993555054,0.274185264604944,0.0501097030972549,0.1910183967217
56,4,1.16966398109691,0.284222639387221,0.047332638113966,0.16711025460163
56,5,1.16474336858931,0.284944862076295,0.0482408659513211,0.180258517515408
56,6,1.21826106404187,0.285068886081791,0.0429203896036384,0.168772743702482
56,7,0.994486408036809,0.27495586352548,0.0495932450709162,0.195596994529154
56,8,1.15331451954295,0.287850782554027,0.0460646645575802,0.174071010191528
56,9,1.2106073874278,0.292803552518963,0.0502438184139875,0.195261335763877
57,1,2.57362674155801,0.00673802898460813,0.147077448138923,0.607341471643806
57,2,2.41750972916616,0.00674147529240527,0.139999188229132,0.549479123523106
57,3,2.69733955254193,0.0067398741846405,0.141837627686943,0.583095735540318
57,4,2.83233878762166,0.00673804083477546,0.141812799715829,0.565030723461096
57,5,2.55032762820971,0.00673901743964161,0.138656013677687,0.567070408014412
57,6,2.99403502934296,0.00674020749612257,0.130620370821222,0.520728352436193
57,7,2.2158853173485,0.00673819863713375,0.0857735097515471,0.275456439301603
57,8,2.54801061868254,0.00674360367652267,0.120374470183748,0.440603548136142
57,9,3.29439290373225,0.00674252824423755,0.14634664484516,0.599603966263906
58,1,1.39700989727282,0.155134578869962,0.0523764167287833,0.092018864725432
58,6,1.6271950373339,0.132715008888361,0.0604459505898787,0.108122243837189
58,4,1.48387209789597,0.127378756096652,0.061952576642524,0.100117371751834
58,5,1.37710410576511,0.164020020583844,0.0598206917045277,0.104284461575809
58,3,0.766459719229223,0.193709418531245,0.0470633726427089,0.0828679449497963
58,2,1.39002250199696,0.157732396597793,0.0577303177830804,0.100464863089115
58,9,1.39423815501881,0.149616076088007,0.0599774048769479,0.111301054614051
58,7,1.43974658974675,0.160698482717888,0.0566345585666499,0.100017290212589
58,8,1.54735087233891,0.142761310032769,0.0608097465205452,0.107326389286415
59,1,0.198653131722014,0.623322652713273,0.12113092499135,0.367546093274244
59,4,0.231379405599233,0.603973736138948,0.111206756752039,0.34464162617257
59,5,0.213582274972959,0.62421892793773,0.118085117938449,0.364716089492959
59,3,0.197645062519135,0.633787091919336,0.12655516540834,0.416300371698993
59,2,0.197624877257848,0.631784943256798,0.128511549031625,0.39917674027832
59,7,0.213980743215195,0.586094554789521,0.0969877730246503,0.276688207371896
59,8,0.216881329347086,0.644542147155965,0.114234293704598,0.347627016462185
59,9,0.23485895153773,0.582048411773002,0.101113505781374,0.28572569336825
59,6,0.209033021074571,0.573319119123727,0.0878467510333539,0.26375285145968
60,1,0.173165254533129,0.489989653486347,0.0234211580431451,0.106953115529247
60,4,0.224786813257947,0.480144284937248,0.0247622310473513,0.0964611690417557
60,5,0.186552206095314,0.491280207866345,0.0228152046368776,0.10139060281483
60,2,0.18996050803328,0.495894569198282,0.0223231918377589,0.100603656417631
60,3,0.196165244879856,0.489989336245046,0.0243110543484918,0.101713780474839
60,9,0.200717550436526,0.491104447404587,0.0245381061392999,0.103529274333467
60,7,0.172234282800922,0.493466599030384,0.0213961270435343,0.0889447662743806
60,8,0.172983898948604,0.498513139244104,0.0208453457689086,0.100892690784754
60,6,0.231619334759605,0.4949477920953,0.0244504836941485,0.102692143045179
61,1,0.313825903147485,0.307568917756589,0.029523688790547,0.117673490458163
61,2,0.173668228778365,0.288532687448739,0.0238730505567517,0.0885539773399903
61,3,0.189395012714158,0.292821798514498,0.0275463388331424,0.105775621383967
61,4,0.186574391160949,0.300006444801259,0.0248060886881584,0.102404225154618
61,5,0.11955976599884,0.274320781890526,0.0179908421064339,0.0668245884386594
61,9,0.0404974872342215,0.373431582179822,0.00752977933061846,0.072246983367569
61,7,0.190904637121831,0.298202804966609,0.0248244698894716,0.102194918805546
61,8,0.271502779091458,0.326044679375924,0.0319853597377271,0.136734995036124
61,6,0.318009464902831,0.279085511863048,0.0297772809030608,0.0970198182699982
62,1,0.732045333502203,0.276253773558912,0.076413307086386,0.188219504248013
62,2,1.03220235288767,0.244286756838047,0.105955445527847,0.284079189661543
62,3,0.561786182002664,0.341437671001454,0.0803704797644316,0.226225096926987
62,4,0.573994005874704,0.373718570904937,0.088660677073068,0.277324931940043
62,5,0.497263178796708,0.379993999987346,0.0793907695489394,0.251452009400752
62,6,0.591400802232917,0.341756936676908,0.0943097186247553,0.290371899981154
62,7,0.657193368833399,0.337282435306922,0.0921903317218205,0.271953488696522
62,8,0.69288723036257,0.323167338884303,0.0913180409573953,0.255656750734492
62,9,0.635964671822913,0.31265588906653,0.0946103952120197,0.273830405672324
63,1,0.021480565941695,0.495381673333919,0.0876578021172554,0.587117716479632
63,2,0.0188520812049421,0.50610717584513,0.0838279815221758,0.582258136303701
63,3,0.0229141271314113,0.47877053086066,0.0838204101869861,0.546782068694251
63,4,0.063341419584713,0.416675460888304,0.0691675780021631,0.39375619945112
63,5,0.0297731510620934,0.521016081856113,0.0875485737790433,0.563130054847387
63,6,0.018385266593403,0.527901383692918,0.0969865683299751,0.594486530089063
63,7,0.0411311968834384,0.498275759713953,0.0916455250543914,0.579936836454954
63,8,0.0254471007387659,0.560237538784895,0.0747284702184441,0.561186751536404
63,9,0.0255445741625254,0.520051119844412,0.0961667296014303,0.616309026848606
64,1,1.21552144897429,0.187753607313098,0.0629892626355098,0.105256096301849
64,2,2.22151326332691,0.00674030928226874,0.0987331600781175,0.262633167508679
64,3,2.21344654497401,0.00674027288525871,0.0962355028796957,0.242746749285881
64,4,2.09186609385957,0.00673864579857815,0.0954250653719559,0.245870822655856
64,5,2.02869205702569,0.00673973223977549,0.0956642455849142,0.242894282973295
64,6,2.07972682111185,0.00673823543949537,0.0980125523369273,0.244660987865942
64,7,2.55361330567634,0.0067387467030665,0.0902202009314159,0.225108817610946
64,8,2.00468067400996,0.00674018678168236,0.095712506368976,0.237885594605402
64,9,2.16288631206652,0.006740595298779,0.0910258117683827,0.230168088983844
65,1,1.65641555837705,0.0948448931369717,0.07817909396269,0.171847802584661
65,2,1.42329747358438,0.125612192823479,0.0804428014164662,0.188709314594209
65,3,1.51072953792156,0.0863451261034778,0.0835139844876843,0.192329710335076
65,4,1.51179156909427,0.0539928273843136,0.0798318412698296,0.160541545772672
65,5,1.56617111061585,0.106364910400351,0.079593693855792,0.186465036126443
65,6,1.81391578754879,0.0766470172140347,0.0795774653652551,0.169795071147931
65,7,1.48064762572507,0.0835829762064616,0.0759875389708934,0.16826190462649
65,8,1.52368206336858,0.0837867934192813,0.0820309550494352,0.186637599050975
65,9,1.83275023163993,0.0904724094359602,0.0774279133668631,0.177160045492557
66,1,1.44763312447591,0.00674164445548221,0.081815086320049,0.215631524726321
66,2,1.60076406720258,0.00674031835750249,0.08478882795804,0.207708878583313
66,3,1.52269866738931,0.00673848382290544,0.0776611914695216,0.175749667829138
66,4,1.40132549508997,0.00673909683605907,0.0809518684583125,0.209349581481998
66,5,1.49161263699031,0.00673928194820947,0.0826720413827274,0.202287583109321
66,6,1.46336753567312,0.00674205229052298,0.0832154723307992,0.214034856168319
66,7,1.46743858077925,0.00673822105362125,0.0817600753139262,0.208637068998182
66,8,1.53161661695362,0.0067391723670157,0.0834349229783735,0.211759641209443
66,9,1.5046090243031,0.00674600971917623,0.0827007319301012,0.198384212540905
68,2,1.92818063257988,0.00673924197384039,0.104145062683698,0.245547343236477
68,4,1.96382053560126,0.00674361374092008,0.100399882804903,0.209051650162079
68,1,4.06826316066113,0.00675567025761131,0.0996188879261984,0.238044367868299
68,5,3.86684918355558,0.0067525604386139,0.0994947330459032,0.255868722706655
68,3,2.0271561259369,0.00674583180257425,0.110154319996299,0.262919222619617
68,6,1.93754341017984,0.00677412476830332,0.106171529680614,0.26289978237805
68,7,1.86025876989011,0.00674445976198936,0.103208745386507,0.248584302794809
68,8,2.01577495998027,0.0067438129644775,0.10410255132938,0.263509772321241
68,9,1.68605562346496,0.00674311679210075,0.100517619844471,0.258186005025735
71,1,1.72182386537035,0.443641422646931,0.0738216390492718,0.223177362644108
71,2,1.38049873725575,0.356507188664744,0.0798031259190137,0.23138325730685
71,5,1.33657273650584,0.443240324981768,0.074647776286424,0.234426506207184
71,6,1.28522043998307,0.407350131789493,0.077083050582026,0.213486683313166
71,3,1.17607879978183,0.398543647683693,0.0732526194180716,0.208624799064223
71,4,1.50779926080801,0.415447904953868,0.084067510725989,0.247497168967088
71,8,1.40762402096591,0.397440129464423,0.082837300294667,0.250333854009494
71,9,1.27726318126389,0.418527029832612,0.0765380917357733,0.229186409152353
71,7,1.37375773106683,0.410728758514815,0.0797248369336908,0.24381480957684
72,1,0.193478269600892,0.548370133927921,0.0229528260183546,0.193778196389458
72,3,0.0547155078467559,0.515184065646104,0.00688304995479689,0.138541724838174
72,4,0.247582904678249,0.525253623124999,0.0248694700450351,0.17044824490619
72,5,0.279160355591934,0.636533894387302,0.0265076665879567,0.263606922047302
72,6,0.0519232073434132,0.842959492087332,0.0106258132062446,0.469926279719709
72,2,0.0572960193731007,0.516796640678071,0.0075367240129511,0.139561530343311
72,8,0.180798581422917,0.54107467855315,0.0218179437566539,0.18964315051123
72,9,0.0616537533466754,0.51411747586686,0.00873070051185167,0.146126655124258
72,7,0.152058450621789,0.559564434114105,0.020774116753029,0.20291224434735
73,1,1.76129803418111,0.572066415681569,0.036356544546515,0.147899220738736
73,2,1.6091154276139,0.541263556728996,0.0372503750024296,0.165447834809141
73,3,1.05802003028942,0.550607526906073,0.0369888893269784,0.182887101546788
73,4,1.64500943628603,0.576567822822186,0.036471753066281,0.179904758410504
73,5,1.22857001077775,0.508484472001749,0.0358857113551829,0.177248105190124
73,8,1.48208899265479,0.520641362127429,0.0382418055381153,0.166806256922165
73,7,1.36917886427239,0.515220271411707,0.0346989752529495,0.161796283472302
73,9,1.30271147013099,0.57651467165076,0.0392910421682294,0.223048378126025
73,6,1.1059779360332,0.394084608150569,0.0235384930594308,0.0839286632416111
74,1,0.0288940386758425,0.511224022179566,0.00676795017824558,0.00676491934319793
74,2,0.0194505401315907,0.516047610506155,0.00681244447528429,0.0069007301245733
74,3,0.0234047299219733,0.515826869850198,0.0067420376072839,0.00681320670861392
74,4,0.0203322129817547,0.515818972080238,0.00680404501431362,0.00698230396362824
74,5,0.0237689604208162,0.51664170098581,0.00692168208161708,0.00730628938337374
74,6,0.023469404954349,0.516357065654406,0.00676001108607505,0.00680037659385164
74,7,0.022454109031763,0.516909781731178,0.00675497903745809,0.00694175427575302
74,8,0.0199617605654264,0.51556246086335,0.00673908700618498,0.00689335394467601
74,9,0.0248246665931997,0.517095340985425,0.0068072703648838,0.00679577654121296
75,1,0.763199091933617,0.195434523765636,0.0795385371239001,0.204291710126258
75,2,0.847258629521496,0.137729694077225,0.0914354163572457,0.233236978451075
75,3,0.973690426214413,0.130278899849875,0.0893983426042308,0.228966747252589
75,4,0.956868955217997,0.120593961960542,0.0875132224238551,0.21578398080395
75,5,0.813748635268704,0.118658725329583,0.0879368542466538,0.221161828482668
75,6,1.01133025789901,0.113431254601387,0.08170574622075,0.203820290005703
75,7,0.999868953698986,0.125131122720426,0.0830104157060276,0.215450723546012
75,8,0.90115263707948,0.111816332074837,0.0909315970168284,0.23809007512499
75,9,0.942994208020046,0.109531917702687,0.0871501068076972,0.219571111168044
76,1,0.0184821002302536,5.70159404211354,1.49259631771785,5.84129915558224
76,2,0.0184196436567229,3.02265836323955,0.772710591392785,3.03247898813925
76,3,0.0183365163420191,4.38454502867585,1.14958475453886,4.68665065115194
76,4,0.0183933443491189,5.4533744898562,1.4129685017593,5.88552003705353
76,5,0.0185041140958017,5.76976055607102,1.52387886721609,6.17577036012683
76,6,0.0183253273997983,2.42094811898096,0.609376403355004,2.37105998852297
76,7,0.018323940412018,101.924881319026,18.5835227502931,107.481809665465
76,8,0.0183332145886985,133.611376042173,35.4354918153673,130.572442207534
76,9,2.1975769240187,0.00673856167958369,0.214407102475379,0.00679162279797865
77,1,1.38639392555985,0.00673978957559336,0.107242358227575,0.357297036511768
77,2,0.0195049058794271,0.188782569867083,0.110846956735575,0.521925938551934
77,3,0.0183602353901198,0.162999222862021,0.110756821796843,0.49821356034897
77,4,1.26002903328951,0.00673872515915126,0.120527455430241,0.401351798142059
77,5,1.17834812960384,0.0067452658370881,0.110604161414369,0.381240772363757
77,6,0.0187003469483036,0.146866225871491,0.0992265303231881,0.452734728659846
77,7,0.0185664455973084,0.218047372606463,0.0694356579408845,0.307071798216847
77,8,0.018423207757784,0.182079893042812,0.101891318816207,0.491263984984911
77,9,1.96033410272519,0.00673852645294618,0.0844454656239922,0.2728607049467
78,2,0.11275249648739,0.341854320901501,0.0225392350553946,0.0745369388051498
78,1,0.136736615196674,0.340030755537234,0.0272152906185028,0.0844257324670435
78,3,0.0250257784968354,0.365940558913641,0.00687931151701755,0.0153700654777868
78,6,0.120083802893707,0.34134029623427,0.0241076897517222,0.0795986469156336
78,4,0.126357466163042,0.342416057289831,0.0242699440959434,0.082205367282652
78,5,0.102593662083861,0.347449313517792,0.0235510517780888,0.0893307233569552
78,7,0.124151987344938,0.338142246422946,0.0265685789525532,0.0914933232017935
78,8,0.047955595544567,0.315526908380407,0.00942845101745634,0.0128648416198492
78,9,0.11302441664403,0.33838512876616,0.0233743748067489,0.0760266827558963
79,1,0.0183163840805237,0.104739386248646,0.120688031019439,0.348540163818469
79,5,0.0185321933832512,0.144548086876051,0.148297044240236,0.442098601307434
79,6,0.0285813417522033,0.134304471125968,0.13817006733754,0.436892268793332
79,2,0.0183478301730356,0.20878356085068,0.106919520759317,0.39641052957921
79,3,0.0184074206112635,0.223818425038478,0.0934173987446264,0.349124840116579
79,4,0.83268910645821,0.00677960217858383,0.157945464100477,0.421606029165118
79,7,0.0184345597119768,0.165176588828661,0.145663705244802,0.424267928335036
79,8,0.0188931249262441,0.153938285570769,0.145267280377145,0.473589828527408
79,9,1.03055168284082,0.00675762241820189,0.170272453103466,0.453391486902119
80,2,4.31824752414926,0.553094396879687,0.117104161554786,0.560529205923194
80,1,0.373706393777638,0.200923974148085,0.080179442685102,0.286963407076421
80,3,0.585574008163853,0.0943595945775433,0.0939961849174816,0.371096549972942
80,4,0.37991965903384,0.0796078491796388,0.110900722606081,0.410140520636139
80,5,3.05988525163124,0.499766506581195,0.118124092187084,0.566551741296383
80,6,3.24129512057001,0.47320342690728,0.118631556193515,0.573241803645419
80,7,3.74943051164208,0.560207372632256,0.125125970376346,0.601164272700909
80,8,3.17458267061734,0.46775272930331,0.120567461710645,0.565263267883772
80,9,3.46911734132519,0.514207840697262,0.121752575923254,0.577866206852568
81,1,0.0183826680083281,0.128363616463734,0.0245534007111771,0.0989878375208508
81,3,0.0184029077693031,0.11302159598382,0.0343231881812484,0.125339640391949
81,4,0.768661553153192,0.00675984151980088,0.059529910680565,0.160198963324188
81,5,0.731582922037212,0.00673818392879843,0.0564668364358319,0.148081136871417
81,6,0.788103926287094,0.00674784543369531,0.0544036515319007,0.127762877806999
81,2,0.501499340754499,0.0185891533384372,0.0573642709210241,0.152462847168408
81,7,0.756130531677365,0.00674283549625891,0.0615688703004657,0.162361405904157
81,8,0.659223684135588,0.00675468219410925,0.0624873110271495,0.165026169182301
81,9,0.621748261654341,0.00675075892391892,0.0610669207098675,0.165791919632269
82,1,1.28900432137501,0.668205029296789,0.0397363227957499,0.257455623775841
82,2,1.32811498029317,0.668870540541426,0.0379904947009912,0.230971319068328
82,3,1.31212713060866,0.636834381420509,0.0399158701486868,0.232854005967057
82,4,1.27950738935088,0.63432027437577,0.0404577453790518,0.239226984530096
82,5,1.34277215085353,0.618183226541213,0.0380397316908142,0.219658891448497
82,6,1.22845162484171,0.62843830478053,0.0380552694189278,0.229679224257991
82,7,1.31221182577959,0.63691932569656,0.0408852268294968,0.242674454189045
82,8,1.19663522205873,0.664260503299029,0.0404116343095029,0.264805817262644
82,9,1.34475714217794,0.632268955915201,0.0367449614659262,0.2232813066749
83,1,1.82172451242314,0.0117120723934696,0.0744245876669203,0.0139638217806411
83,2,1.77786868578806,0.040944225411986,0.0763176619522705,0.0535424871354852
83,3,1.71310122180139,0.0225263288540662,0.0749106522376314,0.0526332757026029
83,4,1.57175113916655,0.0439532715942155,0.0716218709766674,0.0161104095638916
83,5,2.10895174886308,0.0378790936831696,0.0722082032271472,0.0149566043472891
83,6,1.62991267735367,0.0179576432860075,0.0757983353304434,0.0390971964296116
83,7,1.41490876418418,0.139485916159754,0.066116532460085,0.0249397910533407
83,8,1.78609564642762,0.0319711478034067,0.076986220279812,0.0308215210661343
83,9,1.67320181886905,0.0539342817886512,0.076192970386125,0.0311221421392354
84,1,0.550052236846701,0.263479391954782,0.0560122277576946,0.239377742359913
84,2,0.530027293167,0.405085627371765,0.0727559303259121,0.416539809653174
84,3,0.316460216725649,0.479139024395984,0.0568588417628991,0.400269733964234
84,4,0.460882187874335,0.389090356656765,0.0753105069099523,0.397819799259233
84,5,0.467391450510359,0.403496601562467,0.0747928497880468,0.381821011198848
84,6,0.42267109618345,0.405038166256798,0.0728888723913844,0.409800370485016
84,7,0.42813577797447,0.413129788694664,0.0752991674580837,0.419194173597492
84,8,0.506000090800886,0.402321307914421,0.0753145845916775,0.396542732099265
84,9,0.446644289811772,0.399665067497631,0.0755770691080738,0.402643296869411
85,1,0.225659426111942,0.375524292717888,0.0417298804120525,0.157388532859542
85,2,0.508870029780671,0.326612476359483,0.0870360434422932,0.374972986544891
85,3,0.662529923182424,0.33884955337533,0.0883641476910828,0.370239043914412
85,4,0.552244740232768,0.333630663554583,0.088556793546092,0.373271300386473
85,5,0.872105306490071,0.327143970667245,0.0948300236625643,0.382969045332191
85,6,0.459396029766839,0.376846820425626,0.0915467460809056,0.446104118986149
85,7,0.464723242910967,0.31339979674542,0.0899403948582092,0.384145147445112
85,8,0.474065966379375,0.339857966891347,0.0876150402817009,0.38823078187276
85,9,0.468583097987087,0.310495460802245,0.0892207917822856,0.38519985082891
86,1,1.11314340040391,0.277288657353594,0.0422390334572865,0.121345958543321
86,2,0.996752267926329,0.305426658104825,0.0424297681481367,0.119430215843334
86,3,2.74712343065446,0.360126541661942,0.03543210126565,0.0735589125924883
86,4,1.04290849031245,0.289210623362631,0.0397811735643602,0.114736261163649
86,5,0.79882401735035,0.293656231041002,0.0363073824572601,0.114620442524455
86,6,1.09846767520126,0.268909497280793,0.0422795018375155,0.115625569255382
86,7,1.22579007101967,0.244100709381757,0.0430346085870293,0.110499446319667
86,8,0.921582382904268,0.2679469012208,0.0364335726696435,0.100981585462176
86,9,1.06573389778562,0.276884990316734,0.0414316318384083,0.11587721093668
87,1,1.86750653551292,0.00674627494466239,0.0638949041873464,0.141426712445395
87,2,1.66665413780776,0.00674474754565099,0.0624747549009444,0.131697977459268
87,3,1.49749139378059,0.00674480833715556,0.0607789406639647,0.145088902251964
87,4,1.4405903334655,0.00675244777165014,0.0605395593704869,0.145766143583098
87,5,1.46726482108564,0.00673935291252863,0.0605834101068526,0.135266472787331
87,6,2.48973939136629,0.00675476784830618,0.0629108489967243,0.169788007600105
87,7,1.47546501682148,0.00674606811206765,0.0611962193014256,0.149254054606114
87,8,1.55510716052508,0.00674969830837183,0.0507024749433763,0.1073786719012
87,9,1.56553142198881,0.00674713106384667,0.0596962573551239,0.139421411586808
88,1,0.0184246641526707,0.227453560649797,0.114002386888503,0.431224392775204
88,3,1.15015503037289,0.00673798561880404,0.146534740962041,0.387193405965082
88,4,0.0183275562937181,0.198839817819019,0.121086579928531,0.447025588991095
88,5,0.018415152084079,0.206754018740375,0.119668005023094,0.435126057323927
88,2,0.0183312453477686,0.204483494337314,0.122408913353514,0.454429540522584
88,6,0.0183767855205545,0.182720984714296,0.12620823544075,0.443057429672493
88,7,0.0183231227854182,0.248103109591473,0.0882698439127184,0.309199255555205
88,8,0.0184282443598582,0.1588766703804,0.111913091208524,0.369023843614973
88,9,0.0183840495602485,0.188590990809469,0.119377206977148,0.426329724193239
