"participant","loo","alpha","beta","tau","omega"
14,3,1.24410523011569,0.40226107565211,0.0320766200778013,0.129268929345962
14,4,1.43498387170915,0.41364417075138,0.0325987740946237,0.129640653174133
14,7,1.17635607738558,0.432343719652539,0.0320707502034668,0.156564551931694
14,8,1.21202130242807,0.398134211398437,0.0316603777244446,0.126762864135882
14,6,1.24783363823691,0.410199492000665,0.0329461373670647,0.132656965514878
14,9,1.34994211845296,0.402827147102057,0.0332642014799702,0.13336771107187
14,5,0.847288813912385,0.381390966608184,0.0234725648319221,0.0613988940705783
15,1,0.0887215797423203,0.392493993381199,0.0163841716519634,0.0383592159763299
15,2,0.0726694372116831,0.397496900144145,0.014806897485409,0.0388926540590252
15,3,0.0518802194811504,0.414451560078873,0.0120061141406904,0.0394736578025337
15,4,0.0859115242399406,0.402691166411359,0.015367788391374,0.0416393414789779
15,5,0.109980499273447,0.40692782542861,0.0146925342611419,0.0348562000336753
15,6,0.0570081963442665,0.412455925318555,0.0130748468072577,0.0402294332140221
15,7,0.106338338866661,0.380204677880473,0.0182048107004882,0.0338920489924525
15,8,0.0356276411059289,0.367820422337917,0.00681786545534006,0.00687068490119528
15,9,0.0851123864752859,0.386576293695065,0.0158602209698664,0.0289494397178927
16,9,1.87474097114265,0.163079853713326,0.0440511896551991,0.0848801893749475
16,1,1.84453865529656,0.149302480690083,0.0393542738080317,0.0732421948271398
16,2,1.90617831039352,0.179817045378144,0.0412343039504209,0.0805895549725121
16,3,2.08361313560457,0.163368199323088,0.0452990295391173,0.0833646357131625
16,4,1.78169905447476,0.157107699961844,0.0433009102173547,0.0827078424788533
16,5,1.86303013012969,0.153471401355873,0.0443029793622236,0.0800421410741041
16,6,1.90001650060299,0.190373457275399,0.0406081629035124,0.0823858809012028
16,7,1.8909561254725,0.160834242192854,0.0434127876096537,0.0818337155552484
16,8,1.78292162803269,0.161862852971316,0.0446475739509131,0.0861932424037589
17,9,1.46970639089378,0.00674236850577704,0.0711579974660947,0.129364209198122
17,1,1.48084561699671,0.00673814235478985,0.0711484941004082,0.129009449736472
17,2,1.60406106959597,0.00673801266586454,0.0701710502954261,0.133033198985811
17,3,1.54685721058993,0.00674086056455876,0.0678635921779472,0.1141987379156
17,4,1.56146008532803,0.00674089479082016,0.0679898950537473,0.113157037070738
17,5,1.50859821746761,0.00674010890653706,0.0676739714964436,0.123123116050072
17,6,1.56988381518048,0.00673823850702846,0.0655577308340458,0.110254231698619
17,7,1.49300736486001,0.00674130652344286,0.0660795825028804,0.117039432014248
17,8,1.54613171687036,0.00673813344394032,0.0707311916478709,0.128742930118659
18,9,0.653447161290368,0.21823876715633,0.0409555853754342,0.174346533256628
18,1,0.590366092279292,0.279753661737663,0.0436397848046121,0.250140565269817
18,2,0.564133361161116,0.19801465439365,0.0355360597448446,0.159428989974784
18,3,0.595989647353906,0.216848380903538,0.0377051146630903,0.173912490499991
18,4,0.621230820161154,0.210782565506637,0.0391474224327598,0.166469223267408
18,5,0.632563193458551,0.209693554228273,0.0392945374203029,0.167152659204881
18,6,0.679709212481916,0.203512957343353,0.0407718444376046,0.165972962626957
18,7,0.646585244974046,0.215617993961154,0.0378136461371081,0.169584675680995
18,8,0.126201702527368,0.236450270018817,0.00891232087037177,0.00675272210852935
19,9,0.947518210942598,0.0637654268063119,0.0601527018945139,0.221829904840507
19,1,0.978730340227261,0.0400852757051203,0.0527890317681725,0.194730558752511
19,2,0.646367710256387,0.0883575910536336,0.0548348209425977,0.243804899361588
19,3,1.02848591925076,0.0417213700966302,0.0528550986425648,0.195355311328415
19,4,1.07039906231622,0.031925231749261,0.0602421916155582,0.228727340856424
19,5,2.32959870950968,0.108308705260182,0.0623873286135476,0.256732202872738
19,6,1.0918893896995,0.0288608364897967,0.0619593077003854,0.233047268075575
19,7,1.15600877712899,0.0375844520943773,0.0599617057006712,0.230234020809299
19,8,1.11257335375054,0.0311799357668028,0.0622617069022663,0.237255445394162
20,1,1.12219144327899,0.480589789359068,0.0423162948200497,0.118441428266487
20,5,1.02545585978248,0.417815194562104,0.0456469567642749,0.0946506067198482
20,3,0.967949338016157,0.418518049517368,0.0406424432344805,0.0842384639529561
20,4,0.934201867794503,0.417155539630938,0.043850706299589,0.0857797043033711
20,9,1.02774776298788,0.411610705736008,0.0457162470034352,0.0964468144674248
20,2,0.928186133811965,0.413397026643498,0.0403993457770531,0.0740689196010327
20,6,1.03297718371418,0.420312785701581,0.0448193112572051,0.0991863031631206
20,7,1.01259529522235,0.425255984618605,0.0454529721615265,0.100735205635075
20,8,0.977318115740544,0.420998273160742,0.0448108702729302,0.0992870524911071
22,1,0.70357809335955,0.187749783410322,0.0629030539676711,0.169640073396718
22,2,0.998000931805451,0.179175078037445,0.0649737508350646,0.162000456828571
22,4,1.00335869100415,0.188699285168144,0.0598772456122,0.149441941729537
22,3,0.817169009653482,0.166447468713348,0.0654133110613828,0.167489887621369
22,6,0.801762680236016,0.178876153628432,0.0659800469368938,0.171056763305032
22,7,0.886869442346727,0.183632148680122,0.0690017325459795,0.188479645249061
22,8,0.78473641013204,0.175146491239885,0.067298527975514,0.170639574502726
22,9,0.787513929355103,0.199216416300755,0.0661579675532137,0.188197881476089
22,5,0.727061384874208,0.18782960939249,0.0616665281795661,0.157275913723744
23,1,0.0654585090222546,0.161370599307994,0.0278562468579661,0.113183154869073
23,2,0.526958923255878,0.14115853584115,0.0369403703714192,0.129398213943834
23,3,0.264875645469615,0.115994627748242,0.0276343813446906,0.0629477162922502
23,4,0.418979231326983,0.13065882875855,0.035897694490617,0.114230347070529
23,5,0.374884740224875,0.130911139811408,0.0357145896966345,0.114314771487685
23,9,0.279879308527448,0.154445774244371,0.0332531296601275,0.108114550711727
23,6,0.411148603901731,0.131735463453989,0.0357825259986315,0.115847587693817
23,7,0.359475391403686,0.145293666111388,0.0337384784032506,0.11283071461291
23,8,0.393499892034591,0.138852614933853,0.0348512473374254,0.114966821436698
24,1,1.89870546951172,0.166663908032455,0.0520861280304384,0.137717191509296
24,2,2.47880905525063,0.0314681524548499,0.0633828108560067,0.174434853999504
24,3,2.28578706935673,0.015243469781644,0.0603614928435349,0.160854319510948
24,4,2.84846579941204,0.00681424650539932,0.0574795864554145,0.148173509608129
24,9,2.51392789084009,0.0609542197172726,0.060625855241295,0.171716410992566
24,8,2.32287711012586,0.0750265387544297,0.0623612345940811,0.170617308162843
24,6,3.47219197175431,0.0269540587062878,0.0643060193333446,0.1830922457631
24,7,3.07687456969086,0.0466328162198873,0.0659831657957261,0.193906014966435
24,5,2.50882735861758,0.0293005997299341,0.063814131817814,0.172285631504848
25,9,0.730689747157008,0.296707067677673,0.084934475644618,0.263361107415378
25,1,0.573437040969376,0.434461879903164,0.0648014740994051,0.248051325639451
25,2,0.748132250995042,0.324783039219716,0.0846108723640479,0.283219380258523
25,3,0.66820710289181,0.26729259647826,0.086058551585112,0.258404974021097
25,4,0.703004187110646,0.293465917570034,0.0853723036068351,0.275614466346146
25,5,0.724594190413046,0.278571594328217,0.083423252459991,0.257740161470641
25,6,0.537228091027302,0.31239618289992,0.0779327528014593,0.250034727763306
25,7,0.674787068548811,0.254118748685416,0.078359411569559,0.237750890636837
25,8,0.696091920478109,0.234865592857359,0.0752312546387307,0.203145294756025
26,1,0.195281630236266,0.276310065473795,0.0471263281415073,0.155975084681701
26,2,0.205016875326078,0.235865379116872,0.0548788382298416,0.193439626375448
26,3,0.28700347169615,0.227922956500517,0.0578446265348275,0.184801367255507
26,4,0.834547008921417,0.208862065237679,0.0677289104956043,0.198876509113806
26,5,1.66536397962917,0.197811962154258,0.0803235467939744,0.235102337589442
26,6,0.620164599914018,0.222153538443324,0.0676828344377468,0.194720577830737
26,7,1.00258536434387,0.205354882950612,0.0730726844576374,0.213130556051086
26,8,1.12739369006948,0.174190505532764,0.0596248701827174,0.156169831738753
26,9,0.368096530719523,0.230145991356526,0.059454151783969,0.190617623302115
27,1,1.36889000699675,0.0537291587582957,0.0640902170443914,0.130357714073322
27,2,1.38773465654983,0.0467392155863307,0.060567944957782,0.109517046756205
27,9,1.45389365171375,0.0337912964961393,0.0653925069710773,0.117683176696128
27,3,1.49055346914796,0.0138152723947004,0.0661378782991619,0.109614112264243
27,4,1.3005531726748,0.070277892968545,0.0605202827552046,0.118126827019328
27,5,1.47161667629432,0.0298271994621196,0.0631087645095478,0.111586669180871
27,6,1.51282139393243,0.0641452061770921,0.0592679189180249,0.106811801313356
27,7,1.46739184768325,0.0152511119205863,0.0525772265184406,0.0829381953150162
27,8,1.42117472133941,0.0429010917720449,0.0614951008997585,0.100031910806347
28,1,0.358966109190065,0.134013097252838,0.0269844790981011,0.0619067943926016
28,2,0.35669640378186,0.102708009580806,0.0340338705215563,0.0871068418717096
28,9,0.0299046663105184,0.185157825526113,0.00675155196227161,0.0161924608100827
28,3,0.336898271861061,0.155137027513654,0.023578788853636,0.0567579393550551
28,4,0.342345109396081,0.135036182486899,0.0265290513093036,0.061630873253713
28,5,0.406269217363569,0.12205586962536,0.0257001507108428,0.0422488447067084
28,6,0.285183715882404,0.154041794199463,0.0238204081148027,0.0578500000773091
28,7,0.419127919578077,0.127196361536962,0.0283215674171332,0.0680046890121916
28,8,0.386457826733541,0.130317647886005,0.0282607715402124,0.0652435017525212
29,1,0.390898870078652,0.278124362184347,0.0549743653390211,0.164343158079258
29,2,0.397965258362663,0.216000039329865,0.0622534262962649,0.172587360774605
29,3,0.447029026419875,0.200657222617216,0.0644805132949918,0.171138339801275
29,4,0.349469558362462,0.231070719824632,0.0619843652824736,0.1786286264924
29,5,0.433191354001114,0.206525246561492,0.0630223744230627,0.166290451029863
29,6,0.253590975502045,0.240061004649599,0.0474134252972138,0.134169728923146
29,7,0.665201259937705,0.220676573387123,0.0603614326549449,0.156396118229815
29,8,0.603294974721785,0.228144879411635,0.0592811042071771,0.152872306962319
29,9,0.454213228466211,0.217576198515903,0.0669479558329925,0.18463134574847
30,1,0.457497019569041,0.159073626392007,0.0469046234346526,0.15672827999322
30,2,0.54111472030831,0.156840419224779,0.0487024859752981,0.160521474622874
30,3,0.467185425807103,0.14592050699458,0.0489756608460331,0.154572684580531
30,5,0.460307861147241,0.153310866538389,0.0500438556327108,0.164223810280335
30,6,0.484125403716479,0.164900985278214,0.0494206804755207,0.170401774530614
30,4,0.463367163395838,0.162290911369798,0.0483471427354141,0.160551325609114
30,7,0.0780919841844791,0.241297942732969,0.0199958138474082,0.0807630172332674
30,8,0.439707022474092,0.15274612578101,0.0471671308579182,0.152084918176949
30,9,0.493616874169322,0.167302235619387,0.0491438275579313,0.166919308184754
31,1,0.259961547172288,0.458197374292099,0.0333926943163529,0.165019949246001
31,2,0.268721100814643,0.451051595696109,0.0338827956679382,0.174784197848815
31,3,0.214951439878433,0.43317166047602,0.027177406346916,0.134718292582516
31,5,1.42828422053126,0.824682188969557,0.0512418586279239,0.364065255550803
31,6,0.247705042646549,0.446454178076077,0.0337776677069134,0.168213297781771
31,4,0.270718210176348,0.460185398694133,0.0334425144766162,0.17482852051428
31,8,0.246823642461479,0.473048722692382,0.0313811285803902,0.188699856736839
31,9,0.255743403757432,0.491599851195479,0.0244316701741621,0.139337379488532
31,7,0.294547383646325,0.455162036172702,0.0353232087430011,0.173230151175791
32,1,1.58174083676939,0.212086200731261,0.04339510681803,0.148367195256512
32,2,1.44364782284562,0.22410833293091,0.0393552917586797,0.14090508950667
32,3,1.54601315147248,0.198183966824884,0.0450525614662884,0.148999036354774
32,5,1.61462414503797,0.221045019421001,0.0463203225295699,0.161446439512683
32,6,1.70606417819137,0.23581657889358,0.0457880717120821,0.164395546561554
32,4,1.47641429142716,0.262989457802524,0.0405279413488049,0.138025149106437
32,8,1.38006689661594,0.220552918796516,0.0396769043178855,0.138633527753359
32,9,1.48023581257695,0.223165011135244,0.0354029622103847,0.117906742161806
32,7,1.73962283293125,0.258880754362001,0.0456444005398962,0.178370927389045
33,1,0.868536128118275,0.368327857522377,0.0527843477138552,0.140461495841547
33,2,0.590572879751908,0.32544945454368,0.0520459799519776,0.131100091779048
33,3,0.935004116020707,0.336628233019116,0.0547627801587761,0.130095089947535
33,4,0.875947292900363,0.312613469349949,0.0469607148121581,0.0956282994844931
33,5,0.825018832593047,0.324168923587156,0.0546169568899619,0.126056762721584
33,6,0.796293505642736,0.323537164755653,0.0549438864695115,0.126313268176899
33,7,0.620224890953052,0.328570744245566,0.0500391907794163,0.12127690122241
33,8,0.408823263249022,0.316994845006286,0.0428653437932937,0.104306817671975
33,9,0.791615283618007,0.320631908742925,0.0548507474709651,0.126984454073854
34,1,1.04352553428889,0.178968111754212,0.0788373738480793,0.178755159584385
34,2,1.05691122123035,0.161298042562084,0.0797465181576132,0.180131530159536
34,3,1.05044818038665,0.179676346754618,0.0776606227238675,0.177722609792632
34,4,1.03323121703913,0.184877951933566,0.0766144891564458,0.183198950796824
34,5,0.963093610967695,0.196231590080561,0.0621983978361626,0.138670089795906
34,6,1.01444553071893,0.147912941312976,0.0748904427813294,0.161914634387223
34,7,2.28984252717612,0.218274939234381,0.0795542237262536,0.195596382771647
34,8,0.957638484332754,0.173384916284921,0.0757460628846012,0.176061982429113
34,9,0.983653563625712,0.181984785906706,0.0769987777985919,0.184714572819419
35,1,1.15347836774811,0.363843749725165,0.0506860925897603,0.060582595290647
35,2,1.18084289802037,0.355873544749254,0.0537660751855546,0.0544034890938659
35,3,1.11245350715534,0.397578555015991,0.0476461738815401,0.0383685432904448
35,4,1.2391133758977,0.374545262040196,0.0505798785490247,0.0424065049050232
35,5,1.16845366946243,0.348646743477166,0.0546712512766994,0.0538567061830505
35,6,1.16923126428046,0.370768189619065,0.0527849233032852,0.0616754150516602
35,7,1.23609698434794,0.353359781058407,0.052502803603107,0.0495273102703109
35,8,1.1256635492885,0.353942261884282,0.0522592672429734,0.0441192014545516
35,9,1.14240904897155,0.354377889580326,0.0542333695271303,0.0538033431516484
36,1,1.81020973662116,0.0866548897312074,0.0602260881033546,0.11985207667215
36,2,1.89700048899174,0.123397406665855,0.0552979645004218,0.0972396719741633
36,3,1.9132258317302,0.0841558524358923,0.0583794020140291,0.116519311556344
36,4,1.80157810329887,0.0947966567560796,0.0565147109503294,0.114344276043266
36,5,1.82444205523355,0.110282642662009,0.0551361653614914,0.11356834782909
36,6,1.65067021409739,0.150699039180243,0.0537346308856636,0.113604253443336
36,7,1.74467753728733,0.0811052809547654,0.0556868198959609,0.107866540796174
36,8,1.90643725484657,0.0675583024263055,0.0583920700773318,0.112415612457049
36,9,1.80132636015594,0.0541481999528648,0.0505472752190811,0.0936452521038852
37,1,0.381968009689167,0.161695959715971,0.0909788456869612,0.373573909702139
37,2,0.217660002322942,0.121833715814757,0.0869476478604438,0.365405030955681
37,3,0.183805959470357,0.0822607851628357,0.0901600471737484,0.35441290868569
37,4,0.186094075458875,0.105557547026573,0.0859302371526229,0.344630120579258
37,5,0.130876289831215,0.104472935239285,0.0947607368848323,0.385325615684505
37,6,0.513525823899463,0.100991545052359,0.0855315878983478,0.329041010727537
37,7,0.160291646307951,0.12217389165241,0.0990965061977071,0.410395987830731
37,8,0.148754364739403,0.0960909705576012,0.0938750628605467,0.370134479105422
37,9,0.0601770048385787,0.117467513846255,0.0671204930812775,0.243929378519583
38,1,0.087246215104626,0.234932532631857,0.0186145006574437,0.050870593776463
38,2,0.139111947153664,0.21818921801497,0.0211114152788431,0.057239873349003
38,3,0.0877792198268396,0.213029029641642,0.0197567862805845,0.0513241795622369
38,4,0.119790589968194,0.215739627862394,0.0205796842431102,0.0549048003990274
38,5,0.102543108068287,0.209937355482741,0.0204786274599016,0.0544008091180365
38,6,0.198115505259928,0.216459093696519,0.0227503241117623,0.0595220166182962
38,7,0.133954430116839,0.216437132159478,0.0210314463973147,0.0552607654076565
38,8,0.0863038476599989,0.222317589719045,0.0175403160251407,0.0523667283949651
38,9,0.174820486211413,0.212273342365939,0.0229551480568747,0.0584341079028048
39,2,1.98948974887567,0.0344459394079308,0.0723903966866361,0.187790272486605
39,4,1.88201329306083,0.00990163335219504,0.0619826778656897,0.148019548655333
39,1,2.07119648511672,0.125192390153272,0.0633267532343455,0.171395388297544
39,6,2.09776180179275,0.0216831989499316,0.0717462329755063,0.19082145724252
39,5,2.41413301286204,0.00674031802669556,0.0694873514545778,0.187154843602127
39,3,2.23942066343063,0.0175219747790983,0.0705750670553275,0.182274103658333
39,7,2.36835344593909,0.0177841703379176,0.0727127374099473,0.186160621388462
39,8,2.86974702994584,0.00676307696809796,0.0656255656341622,0.173245117165284
39,9,1.97457896154148,0.0561287864391995,0.0703874431250167,0.203671264789172
40,1,0.747921762015079,0.340264823568257,0.0526748976782721,0.124776127498149
40,2,0.700429693326997,0.347264304056356,0.051489385742535,0.123788461815228
40,4,0.740896744639908,0.380390014919215,0.0497512880900856,0.126541352250755
40,5,0.874053229796946,0.338380758372393,0.0553247577954762,0.124400217169774
40,6,0.831267124816381,0.336757625123194,0.0552335126874866,0.125434835984231
40,3,0.726448851029871,0.315906731873574,0.0472614534304713,0.100593288988091
40,7,0.796121718542556,0.332755160891644,0.0571513647150549,0.130350336495401
40,8,0.924785209222287,0.335150710670034,0.0560744518244074,0.122811600701124
40,9,0.764735131652407,0.341573961986394,0.0559857543278393,0.13481866685575
41,1,0.994537222805147,0.187693825941183,0.05938447046706,0.0863110369396774
41,3,1.38896337019985,0.17719727706073,0.0687010111831709,0.129459862077222
41,4,0.914489689975199,0.246348536935137,0.0678000599258223,0.136006928446066
41,5,1.01839484516889,0.20965215044419,0.0704500345468074,0.126308851510053
41,6,0.985056259872036,0.231930321086473,0.0660948949890221,0.125160720224486
41,2,0.929543301238051,0.214688617534019,0.070394278083879,0.138495310451635
41,7,0.963476747853058,0.208330856355624,0.0684558648533683,0.112656018760724
41,8,1.03911582876268,0.217490042383087,0.0692927204684415,0.133813346051377
41,9,1.0247518049728,0.212529820406975,0.0695472801700485,0.123727181079228
42,1,3.33271525554616,0.201234347778216,0.0556325255186485,0.195065049752475
42,3,2.46539899358694,0.187304087899895,0.0575947451438961,0.200961086223294
42,4,2.25789543360595,0.200093700386233,0.0552834559557944,0.198984601449676
42,5,2.05918180938787,0.17372283703761,0.0436351724834283,0.138371442845478
42,2,2.26641591298258,0.195637329710519,0.0540507151705187,0.194864633753459
42,8,2.41401611767135,0.156085722488087,0.059511170302677,0.201699835076044
42,9,2.31915962351914,0.239693263862327,0.0574067101558914,0.196129645475608
42,7,2.74229887727931,0.200664148568726,0.0566730811747433,0.203105486606278
42,6,2.83197695468481,0.172829359064392,0.0567091373400005,0.178394127847955
43,1,0.461154125666842,0.248353569084392,0.0927203229606897,0.339738495521386
43,2,0.547604538203396,0.221468735078776,0.102103358175466,0.367963760271521
43,3,0.319658927213321,0.188964501644305,0.10124230914786,0.404930684301444
